거래소코드
58820
79940
192410
217730
35250
63080
19120
198440
98460
58900
38530
215000
121440
14200
90150
53270
66620
43650
6050
51530
35780
204020
186230
272420
83450
37830
45890
165270
36190
49080
35460
308100
187790
286750
121600
39860
10670
71360
36850
190510
89600
138610
130580
192240
82660
33220
168330
58550
253590
212560
95660
42420
311390
85910
92730
28090
290660
153460
7390
88020
33640
950030
81970
89140
37220
65170
137940
160550
217270
225570
47730
37010
104620
194700
285490
278650
144510
31390
142280
234690
65560
40160
69140
126870
60260
45240
12340
54650
54150
36280
270870
144960
85670
119860
64260
204690
39560
37200
32190
68240
55250
85990
37640
42340
48470
4780
17650
7720
27700
36480
25440
104040
40180
7680
290380
290120
96350
140520
131220
41500
21040
161570
192080
73570
35290
52300
45380
54120
317330
90410
263800
139050
13650
17680
206560
78610
6620
75970
100130
25690
99410
26960
55000
13450
33500
88130
60380
88910
94170
13120
32960
5290
33330
73190
30350
203650
60570
217620
187870
80140
66670
34750
74130
263690
214680
90090
263720
51710
109740
16040
45260
131030
196490
66900
127120
92070
68790
134580
39840
196450
79810
43360
197140
106520
68930
91690
37740
33130
33310
263020
290550
187220
30420
189700
131180
317120
50120
171120
69540
17620
214260
84650
217500
141080
60300
38390
228670
47420
228850
4790
238120
215100
90360
108490
67730
38060
85370
33550
60240
39980
16100
56140
197210
12700
42500
219420
27740
195500
88700
305090
98120
227950
147760
39500
38290
127160
93520
141070
88810
36880
100590
67280
41920
86900
65650
140410
241770
35830
59210
58110
96640
149940
80420
48150
64720
80160
46000
18890
110310
100030
101330
12860
51810
250060
85680
33200
79560
6920
33920
53890
28040
218150
233190
49950
213090
94700
59090
201490
214180
18700
35620
64520
29480
67850
53030
64550
208710
142760
65940
86820
38460
35960
44480
86040
43150
267790
46310
36620
66410
2480
177350
60410
299910
40750
225530
66690
250000
33300
30950
41320
242420
226340
8470
14470
100120
66980
64480
35400
251630
18290
263920
33880
33720
53040
33560
121800
200780
141000
15200
156170
90460
47940
58370
86670
36820
138580
82920
54220
42370
32850
238200
93190
65450
40020
143240
64060
63280
13320
122350
23600
52560
225190
60310
36530
26250
32280
2290
32750
54090
38500
46390
27580
38540
101000
89980
42940
42600
263540
66300
38070
6730
79650
19770
43710
63170
18680
93920
189860
178320
122690
140070
11370
35890
14090
3100
123420
68770
171090
54010
14620
37350
53440
15750
37650
80470
148150
47600
199870
56060
53060
50600
214310
11560
17160
84450
33020
100700
234100
24830
258830
39310
67770
53450
252500
85980
51980
49180
299660
268600
108860
208370
68270
68760
91990
53110
35010
32680
49790
66910
43100
154040
35610
44440
222520
230980
86980
50960
84180
253840
56500
58530
236200
317770
94840
192440
99440
33790
159910
17050
158310
115570
27890
43680
87220
245030
13810
49830
111610
20710
246830
48870
25320
37320
269620
37280
131090
37060
35510
31440
56000
86830
78700
138070
54530
187270
108320
82930
42470
222800
36710
90730
160980
217330
33260
35500
39000
51170
122800
208640
222420
37760
41550
136510
99320
49960
30390
50890
65340
36360
99830
73710
37600
81090
66790
32040
39530
65770
83660
115530
35710
37340
225330
115480
56340
35760
96530
47920
60590
50470
88960
36170
260930
13990
78670
123860
25980
41060
58220
125210
52710
74430
83930
149950
50860
246720
67390
127710
52810
227610
66850
143160
54800
78780
26230
72430
39060
99190
289010
40910
68940
20490
80570
84810
52860
95340
69920
38880
123010
101390
52220
38100
226350
78860
8780
31310
59100
8030
124500
57110
99520
84850
53810
51820
40740
32080
59120
13780
158430
67160
53800
65660
25970
271400
297570
46430
96610
61040
148250
23670
196170
123750
85810
117670
32600
205500
52790
131400
290740
47710
238090
92600
255440
59720
30960
53960
54370
55970
19990
46350
9010
31950
41440
20070
66930
217480
121890
30270
73070
87730
46240
34120
46140
37630
42110
65420
103230
101490
950180
95910
275630
36500
31330
60540
112240
56190
36540
160600
63440
41510
48550
7820
32610
