거래소코드
194860
251540
306040
80440
40610
96630
41910
26220
39440
31800
98660
52020
50760
317830
58610
39110
48130
43340
38120
54630
200710
78520
195990
36550
32930
38690
3800
88800
241840
138360
50320
44770
37380
13340
78150
72990
36640
103650
239610
52310
44780
45660
224110
89530
109960
45470
43580
230240
64510
230360
52510
42870
86520
247540
47370
73540
64090
36810
173940
65160
68630
54940
950130
205100
74140
81500
92870
48460
317870
98400
36570
217820
95300
53250
31860
104200
53290
208860
183490
182400
262760
19260
68420
206400
69410
40130
48830
96870
138690
290650
15390
66970
156100
61140
73110
83310
32640
58630
97520
179290
9780
123040
48640
74150
32790
46320
259630
65150
219550
115960
143540
53330
242850
49000
36000
250930
122640
54250
45060
80520
46120
14940
65500
10470
58680
39200
226400
31510
138080
80580
67170
173130
49480
43790
52970
34970
57680
82210
153710
52770
57030
122990
67900
66430
193250
40670
19210
122870
40300
114630
32820
115440
46970
194610
17370
103840
12460
52270
215380
65680
54080
49800
32940
104830
240810
14190
74600
123100
30530
12620
5370
8370
101160
47610
16140
95270
65950
114190
76080
160350
196700
69080
26260
39790
71460
44340
56810
112040
299900
36090
136540
97800
192390
313760
39390
110500
215090
40780
203450
11320
86390
241690
39040
142210
91270
48430
206650
32620
264450
78070
24800
54930
38340
69330
50050
263770
71530
38720
56080
84370
178780
179900
45880
263050
60670
191410
72770
39020
60230
67920
44960
302430
66200
73490
215790
246960
88390
272290
258610
41520
54210
34980
45400
41030
65440
50640
36260
115610
80010
86890
7660
47560
67010
47450
223310
52190
102710
63760
123570
79190
91120
39030
181340
37370
35810
38980
92130
16250
185280
134060
41450
41830
62580
277410
33230
73130
41630
37330
83640
119610
17250
108790
35080
51370
64290
189300
150840
48530
23810
175140
115310
36220
41020
71200
32030
68330
58450
19540
94820
49550
36790
230400
43910
46840
174880
224090
208140
22220
40420
45510
10810
65620
17010
73930
52640
95700
72520
122310
187420
123330
159580
79370
54950
90470
26040
250300
65310
54790
35900
58420
36420
60750
35480
89790
950170
52670
38010
80220
216080
82270
41590
101730
67000
44370
33340
221670
30030
15170
72020
440
54180
228760
33850
43610
36600
303030
155960
36610
208350
138290
35450
61050
43630
36920
51160
53050
28150
119850
65060
65410
32860
33030
111820
38920
54020
115450
53870
219750
18120
109820
86060
36890
85660
42960
4650
278280
96240
35270
66360
47820
94360
32570
24080
16920
35720
16170
260490
317530
71850
180400
50110
78340
62730
21090
263700
214370
73780
27560
192250
21320
36670
115500
89150
25880
93320
35950
60900
66340
73010
60720
105330
68150
58400
272110
36590
39420
83550
32500
122450
52900
83470
46440
35600
60370
55810
32390
64820
256940
24880
42040
54410
217600
89010
220260
33110
94860
17210
46070
47770
80530
224060
8340
78650
104540
27050
37410
290510
101670
36690
49430
183300
41960
89890
9730
241710
53170
69110
45970
52350
39990
56850
29960
282880
121850
15710
52330
126600
225650
56020
40350
51780
45050
115180
43090
182360
52880
66310
110790
45520
37550
214150
67130
237880
25460
54780
219130
46930
65130
235090
23160
48140
53620
60840
44490
39850
36900
32420
32780
53320
66700
151750
95610
131970
43690
89030
54450
91440
200230
215480
51360
45340
108230
79970
34010
34010
38410
38050
52290
105550
53070
26150
322180
117730
35210
43890
33830
64760
246710
66350
131290
62860
76090
321550
104480
81150
130740
48770
46210
34230
33540
43200
214450
208340
177830
37070
150900
37030
47310
170790
123260
49120
38950
106240
131760
65690
140860
91700
194510
38160
187770
32800
318010
27710
54300
68050
222110
263750
87010
89480
45290
48270
119500
16670
56730
22100
9520
3670
189690
38810
176560
256630
141020
49690
65610
33190
290720
5670
94940
93380
17090
139170
195440
214270
58690
220100
35200
82220
14420
203690
53610
53160
60910
75130
36660
23770
65270
300080
65910
32580
51380
131390
54340
24850
137400
24940
82390
144740
179440
128660
6140
39870
39580
87600
57880
64800
161580
39130
136480
3380
24660
49130
70080
79340
149980
126700
200470
106080
57100
48540
106190
66130
4590
39340
226610
23890
50540
21650
53590
37230
30520
52600
60660
256150
222810
36720
47080
221610
226440
37120
36020
37020
22610
123840
61460
86960
54920
77280
2680
41940
66110
102210
65180
220180
32380
8800
36270
39350
84990
170030
35910
204990
11080
35870
60560
64240
45920
126640
86250
204630
38520
134780
32560
50090
66480
290270
115160
28080
13630
66060
200670
65510
243070
84110
10240
189980
37440
19640
36840
238490
181980
900010
24120
68060
44180
78890
94480
39240
53950
11040
24910
49720
14570
26910
13850
60480
78130
53740
900290
9220
900070
204620
19660
34600
22770
105070
53260
151910
91970
51490
167380
242040
72530
36800
30190
111710
91590
37540
89240
38990
41140
54050
154030
214870
900100
63840
93640
15150
20400
8830
27610
317850
290670
78140
31990
7930
20180
380
45390
108380
6580
16890
48910
5710
120240
3310
78600
10170
54670
23910
67080
37250
89230
213420
77360
263600
194480
47060
67990
5160
86450
44640
31960
25950
24920
41930
18720
23020
30790
79960
7150
228340
104460
109860
23790
22510
25900
78590
13900
35430
46400
110990
33430
207230
53200
227100
113810
105740
42510
300120
171010
33600
47440
900260
71280
82800
58470
131100
20860
267980
5990
72870
215200
133750
78160
257370
87260
41310
118990
1810
279600
95500
56710
207760
15060
2670
206640
32980
19010
14100
6910
26940
25270
48760
148140
38710
83650
15050
72950
79870
100090
14970
158380
18310
53700
9620
11870
111870
9300
54540
65570
73640
25150
37460
250
24950
33070
17480
10960
33210
41650
91580
263810
100660
46890
27040
65710
81580
45300
900150
43260
33040
17510
81220
110660
36910
33530
135270
36630
234340
36830
179280
253450
33170
66330
1000
25870
215600
65350
34300
2800
17000
12790
56700
243840
12650
10280
37730
222080
144630
38420
264660
297090
49370
130960
37150
51500
900120
101240
92040
36010
232360
20560
56010
214430
114810
23430
185490
175250
52460
119830
13310
1540
21570
260660
131370
140670
218410
32290
293780
196300
174900
102120
42820
33280
38320
70480
38680
99220
97780
950110
36120
900080
71660
80000
91340
252940
109610
49470
184230
232290
255220
36490
52260
33630
57500
178920
66270
69510
234300
237690
288620
298380
71930
39230
312610
176440
28300
67630
43220
71670
265520
54620
211270
89970
38870
128540
38110
83500
67570
54170
101400
37750
35420
60250
32590
46720
61970
16990
37950
170920
56200
31970
52210
33160
54440
74000
90740
7530
36180
36560
265560
53280
900300
39830
53980
52420
241790
48260
53470
244460
226950
57540
109080
51390
232140
155650
251370
79000
900180
25920
82850
215360
72470
73560
153490
37400
101170
66590
60550
101970
46940
18620
4320
21240
8290
900130
53580
38620
900340
36200
18000
89850
65810
49520
56090
23410
23420
3430
53350
52650
45310
32180
900110
226360
94190
95190
245620
88290
90850
99750
96040
1840
24810
79950
60150
216050
49070
39290
101930
1850
950140
234920
90120
49630
110020
217190
34660
147830
33100
67290
96690
137950
33320
86200
37110
126880
33050
94970
23440
44060
34940
36930
17740
229480
239340
900060
263860
114570
130500
204840
7370
900040
900250
900090
94850
13720
42000
900310
221980
900280
43290
24840
36760
38830
225430
237720
77960
151860
36030
114450
52400
78940
41800
123410
27440
46810
44820
222040
166480
102940
22520
950160
900020
33290
56360
200130
60280
43590
114120
83790
139670
6890
36210
191420
182690
48510
27350
18180
37700
67950
32540
84730
225590
256090
251970
37240
43370
23900
42570
57330
241820
237750
319660
31980
2230
33180
67310
166090
13030
221840
34950
10040
222980
318000
25550
17890
33270
80720
63570
41460
65530
101680
39740
53300
25770
54040
24720
45760
30700
7840
92460
39670
44570
44070
70300
99660
70590
42520
78350
45100
46110
24740
5860
7770
198940
79170
220630
34810
76610
58480
900270
48410
16790
26180
39010
92300
38960
53660
39610
61250
97870
32050
90710
205470
145020
24060
