회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,매출채권 대 상,제품비율,매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,상품,제품회전률,원,부재료회전률,재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
(주)DB Inc.,012030,2010/12,-48.06,36.89,0,0,898.39,-68.1,63.3,-2.18,-84.29,212.81,57,-68.73,-69.39,10.53,-1.65,0,6.85,-0.1,-0.58,0,2.39,-1.37,0,5.69,-9.64,0,39.94,0,0,0,5.44,-1.43,5.92,89.47,101.65,-7.13,8.74,-0.44,0.03,108.32,2.62,0.17,7.64,1.41,7.26,16.89,5.26,8.14,9.14,100,47.01,104.09,6.22,0.99,21.64,39719.09,2814,0,-10294.96,49347.72,589.21,1.5,-656.26,19.05,12.77,23.53,16.61,80.95,43.12,56.88,626.46,187.74,150.68,41.16,35.9,7.66,0,504.51,0,119.87,697.08,420.87,131.91,107.32,86.91,24.6,0,-27.23,35.88,83.21,-0.16,0,40.56,5.89,57.04,229.36,123.47,-5.27,-8.35,-3,-10.37,-0.19,0.35,0.86,0.83,5.83,0.6,4.13,88.38,1.75,2.52,5.75,63.52,10.91,25.54,0,3.29,110.85,0.44,2.24,0.53,0.2,0.01,9986.13,11.36,217.41,0,14.89,6.51,65.73,5.12,752.57,1.51,17.29,221.77,5.23,57.28,42.72,131.06,9986.13,-16787.94,5720.25,16705.69,891.63,375.55,3080.94,11.36,1.51,221.77,5.23,879,11.93,4.6,0.66,0.25,0,0,0.82,0.31,435323.31,-76.58,-0.04,0,-15.92,0
(주)DB하이텍,000990,2010/12,-50.67,-44.06,0,0,0,-70.65,-31.32,-48.53,1.03,-27.5,-43.82,-29,-34.84,-22.53,-47.41,0,-11.13,-14.62,-14.72,0,-3.46,-52.88,0,-12.42,-140.06,0,-32.89,0,0,0,1.7,-16.07,-3.77,122.53,147.41,-5.62,16.61,0.5,0.11,139.47,2.19,0.12,8.87,37.42,34.05,98.18,7.15,12.99,9.11,0,-110.19,52.13,0,0,0,13976.23,-1753,0,-111.74,9485.03,145.94,13.28,-6625.82,21.74,26.69,27.78,15.94,78.26,31.53,68.47,204.05,248.24,85.75,248.93,182.49,29.98,0,116.92,44.61,303.91,0,38.47,217.19,27.7,2.7,189.49,459.32,13.01,56.3,178.57,-2.8,-2.19,22.55,1.46,70.16,251.87,198.98,4.86,5.92,3.33,7.71,-2.85,0.31,0.34,1.12,2.95,0.43,6.64,54.94,1.43,2.47,3.38,108.06,11.52,11.46,12.87,4.85,75.25,0.4,0.45,0.8,0.63,0.01,231560.09,95.06,243.61,0,-27.12,10.01,343.16,132.54,564.08,16.85,27.7,71.72,39.02,10.53,89.47,-28.53,231560.09,-314666.62,24379.95,98570.62,5965.66,1303.93,416006.54,95.06,16.85,71.72,39.02,2436,0,0,1.39,0.58,0,0,0.94,0.39,1142961.11,134669.06,22.69,1.34,3171.61,8.49
(주)HJ 매그놀리아 용평 호텔 앤 리조트,070960,2010/12,-1.56,-14.18,-19.5,0,0,-46.96,-2.09,-8.68,0,0,-1.59,0,0,16.09,1.84,0,-5.06,0.27,0.25,0,-0.69,0.77,0,-2.11,1.12,0,-3.07,0,0,0,0.26,0.25,-0.69,83.91,98.16,-6.91,7,0.01,3.09,105.03,2.59,0.08,6.62,15.12,4.62,51.63,1.41,6.41,5.97,0,-28.45,-28.45,0,0,0,3033.62,-154,0,814.21,7126.96,43.85,0,55.92,7.38,29.25,7.97,5.22,92.62,32.64,67.36,143.85,283.76,107.27,54.04,38.24,34.92,0,107.83,0,752.62,110.98,14.33,206.36,41.83,70.73,164.54,0,-6.27,15.36,47.07,0.26,0.28,9.95,0.44,58.02,678.21,724.77,3.14,13.78,2.12,15.38,0.26,0.14,0.14,0.42,0.61,0.2,24.4,14.96,1.72,2.82,4.42,82.54,4.51,436.63,0,4.8,76.11,0.15,0.15,0.61,0,0.01,24205.36,0,0,0,0,0,0,0,0,2.89,3.15,258.98,21,13.04,86.96,-24.12,24205.36,-5838.77,3157.12,8066.22,309.73,93.26,18417.8,0,2.89,258.98,21,0,0,0,0,0,0,0,0,0,107079.5,20542.92,17.82,2.49,540.6,5.21
(주)LG데이콤,015940,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)LG파워콤,045820,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)MH에탄올,023150,2010/12,-5.62,30.46,-1.89,0,0,-0.4,-5.6,-1.19,-27.05,-8.62,-5.96,8.13,-10.92,25.34,16.86,0,-2.79,7.7,6.47,0,-1.07,16.65,0,-2.76,165.61,0,-27.41,429.91,0,0,1.22,10.06,-1.66,74.66,83.14,-16.77,5.96,-1.31,0.02,99.92,4.64,0.7,5.54,3.59,11.56,102.36,3.74,6.06,6.32,0,28.62,55.98,0,0,0,6186.37,-173,0,394.68,6059.67,865.85,0,1042.77,31.5,11.63,45.98,27.83,68.5,37.15,62.85,965.85,184.38,154.82,56.49,49.92,0.24,0,178.23,0,2794.22,559.89,6.38,169.15,150.06,93.44,19.09,0,-24.26,57.15,153.81,1.84,1.01,33.31,8.66,73.6,186.99,174.5,6,6.6,3.77,9.98,2.83,0.38,0.6,0.99,9.83,0.63,323.41,1.13,1.36,1.57,10.29,35.46,32.64,20.69,202.1,6.79,53.75,0.53,1.14,0.46,0,0.01,6845.51,129.16,817.07,0,-22.79,40.84,694.12,14.99,2161.81,5.97,18.61,861.38,15.81,31.62,68.38,-17.65,6845.51,37.8,2164.28,2582.48,56.59,328.36,1676,129.16,5.97,861.38,15.81,53,0,0,0.96,0.43,14.7,6.59,0.94,0.42,85269.27,8975.39,20.73,2.26,1282.2,9.5
(주)S&TC,100840,2010/12,3.62,-29.15,-81.95,0,-92.16,-2.79,-3.23,16.99,-78.13,0.56,5.32,16.34,11.52,11.62,3.72,0,1.3,3.12,2.9,0,1.01,4.69,0,1.64,224.34,0,78.32,19.1,0,0,0.86,2.91,1.02,88.38,96.28,-2.12,-0.19,-0.72,0,98.45,2.88,0.01,-0.19,1.02,9.88,57.68,-0.4,1.92,0.64,0,36.48,63.33,72.4,1.54,92.44,30182.37,420,0,-2200.49,22483.06,4947.61,0.41,1121.7,48.59,4.43,94.52,46.44,51.41,66.01,33.99,4705.97,77.87,69.23,188.79,180.42,24.05,0,1413.02,9.43,186.17,0,759.01,51.48,38.99,0,12.49,36.09,22.85,3.96,6,41.47,999999999,69.4,49.48,69.19,59.18,117.61,11.04,94.75,3.75,4.43,0,0.78,0.78,1.26,60.36,2.04,6.29,58.04,1.45,1.5,38.75,9.42,0,44.51,0,3.24,112.53,1.69,1.77,0.92,0.03,0.02,11661.27,64.78,1187.95,0,15.41,34.76,684.68,24.88,1402.9,4.62,9.46,260.43,5.45,53.66,46.34,23.79,11661.27,3412.79,6257.34,-415.03,176.23,16.4,2213.54,64.78,4.62,260.43,5.45,180,104.32,41.62,1.82,0.72,0,0,1.35,0.54,108360.6,10160.31,4.75,53.02,1434.14,10.67
(주)S&T홀딩스,036530,2010/12,318.94,-6.12,46.6,0,88.29,0,8.54,10.09,30.46,12.5,8.5,-2.14,47.54,95.94,90.41,0,92.25,8.06,7.65,0,7.81,8.37,0,8.54,412.2,0,420.57,3.12,0,0,7.4,93.62,95.53,4.06,9.59,4.8,-4.8,0,0.83,9.15,38.57,0.07,-50.07,2.01,30.04,19.57,-4.71,0,0,0,42.6,74.98,79.99,1.56,19.02,2279.49,2103,0,64.61,25219.21,5025.23,0,2060.99,7.6,0,8.23,7.6,92.4,91.92,8.08,5124.74,100.52,92.52,5871.61,5871.61,9.38,0,0,0,0,0,0,8.79,0.14,0,8.65,106.44,7.47,0,0,999999999,999999999,90.13,50.25,95.99,1085.73,93.76,5.62,0,0.45,5.55,0,0.08,1.04,0.09,4.56,0.98,0,0,1.04,1.04,0,0,0,0,0,56.45,6.47,0.09,298.46,0.99,0.02,0.15,32986.32,3665.15,3881.07,0,3580.34,143.5,21,0,47462.98,7.72,17456.77,0,94.44,3.92,96.08,97.69,32986.32,33258.79,1291.53,-1676.45,42.64,2.45,67.35,3665.15,7.72,0,94.44,9,8.85,5.33,0.74,0.44,287.9,173.36,8.16,4.91,226039.59,31648.72,90.61,0,2065.38,7.14
(주)SH에너지화학,002360,2010/12,-2.81,5.69,-42.2,0,0,-6.21,-9.08,9.87,-102.24,-0.89,-16.61,10.86,11.85,8.29,2.28,0,-2.52,4.27,3.61,0,-3.99,5.15,0,-5.69,6.15,0,-6.79,0,0,0,-3.28,4.38,-4.83,91.71,97.72,-6.03,0.45,-0.18,0.01,103.69,1.54,0.07,0.42,1.27,6.49,66.16,2.36,6.48,6.15,0,1.14,10.92,0,0,0,1348.7,-34,0,3.79,564.97,15.02,0.03,30.76,39.37,17.06,64.95,32.66,60.63,70.09,29.91,113.66,86.5,80.61,158.8,131.71,7.33,0,270.1,46.07,10607.02,429.06,2.55,42.68,35.38,0,7.3,35.09,14.58,22.06,31.47,2.66,-7.4,9.26,0.15,23.04,40.08,52.75,10.08,13.67,3.02,1.81,5.11,1.58,1.92,2.26,2.7,5.3,442.26,0.83,4.34,5.3,23.97,15.23,51.25,49.98,489.65,8.59,42.51,2.49,3.69,2.57,0,0.02,-198.65,-1.79,1354.54,0,-34.07,21.93,353.41,116.06,814.37,-0.22,-0.51,-1.54,-0.13,0,0,0,-198.65,-5634.15,2433.82,670.81,202.32,116.58,2011.96,-1.79,-0.22,-1.54,-0.13,111,0,0,1.09,0.65,162.47,97.75,0.46,0.27,61030.95,5440.76,3.62,4.21,48.8,11.22
(주)SIMPAC,009160,2010/12,16.97,78.82,98.09,0,46.95,6.35,24.41,47.36,19.8,18.56,10.8,24.3,-15.79,20.68,12.9,0,11.14,11.48,11.01,0,9.51,19.93,0,17.21,164.54,0,142.09,28.74,0,0,9.78,17.87,15.43,79.32,87.1,2.69,0.32,0,0.08,85.26,3.44,0.05,0.35,1.23,13.58,92.88,0.6,5.22,6.9,100,18.86,90.17,18.58,2.08,13.43,6209.17,761,0,797.22,4363.44,804.75,0,801.17,53.62,15.94,115.63,45.07,46.38,52.62,47.38,891.27,88.14,84.04,119.65,100.57,32.34,0,269.47,97.09,142.32,560.03,189.34,90.06,85.18,0,4.88,29.15,8.81,12.18,23.15,14.87,50.33,47.51,8.05,57.03,60.18,89.61,15.44,60.09,7.32,9.98,40.83,0.85,1.39,1.54,12.75,1.91,4.94,73.93,1.75,2.19,8.84,41.29,18.88,56.69,25.45,3.91,93.27,1.66,6.45,0.94,0.13,0.02,36580.19,159.04,785.19,0,87.49,24.37,128.26,12.84,1071.04,14.85,124,1238.45,20.26,15.32,84.68,55.01,36580.19,28154.51,5605.72,570.73,169.66,82.33,1997.24,159.04,14.85,1238.45,20.26,230,7.5,3.77,1.19,0.6,6.51,3.27,0.84,0.42,105661.63,25299.15,14.01,16.14,869.84,4.18
