회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
(주)STX,011810,2018/12,-3.94,-14.88,0,,-98.51,-13.76,39.15,-16.65,-91.68,-7.56,-12.66,-9.83,11.87,0.76,-0.52,,0.38,-0.93,-1.43,,1.04,-12.91,,9.40,-14.21,,10.34,1.08,,,3.01,-1.81,1.32,99.24,100.52,0.90,0.72,-0.38,0,99.64,0.68,0,0.68,0.08,3.64,69.02,2.22,4.18,4.08,0,10.78,508.67,0,0,0,"69,506.09",260,,"-2,679.81","3,137.81",26.65,0,-360.73,66.67,29.92,200.01,46.72,33.33,13.93,86.07,126.15,239.36,175.56,82.29,57.67,6.07,0,108.75,0,167.23,162.31,65.03,618.11,581.77,92.08,36.34,0,-14.35,63.90,458.85,-0.58,1.53,2.94,0.27,24.35,12.01,26.14,5.54,7.46,4.76,1.60,-0.72,2.75,3.48,24.88,27.38,3.09,15.48,23.58,4.11,5.84,13.82,26.41,21.12,0,0,12.51,29.17,8.33,45.78,1.82,0.09,0.03,"28,209",256.45,"12,089.91",,45.67,87.10,0,0,0,6.31,99.10,0,2.12,33.96,66.04,17.81,"28,209","5,024","9,581","9,551","2,821",55,"1,177",256.45,6.31,0,2.12,110,142.82,40.18,11.95,3.36,0,0,0.54,0.15,"499,181.10","-5,725",-0.43,-0.48,-299.21,0
(주)TCC스틸,002710,2018/12,-5.13,26.21,141.22,,0,29.54,9.73,5.26,90.16,-2.12,-5.08,7.53,30.21,8.68,4.64,,2.15,7.11,6.31,,2.93,17.35,,8.05,72.98,,33.86,33.57,,,3.94,9.96,4.62,91.32,95.36,-1.48,0.75,0.27,0,96.91,1.42,0.08,0.75,1.19,12.75,206.04,1.60,4.01,3.94,100,7.28,72.79,7.64,1.74,22.56,"15,723.48",360,,625.21,"4,197.84",358.42,0,729.83,47.97,48.42,92.20,24.74,52.03,36.68,63.32,440.20,141.85,74.97,156.79,80.87,6.22,0,66.04,133.69,145.12,121.89,45.51,172.63,83.41,36.24,89.22,188.35,17.37,43.81,119.43,3.46,5.22,29.87,3.58,32.81,40.78,50.05,1.98,2.86,1.25,0.96,6.20,1.36,2.15,3.74,15.72,2.14,14.82,24.63,3.05,5.85,6.37,57.33,12.51,13.71,241.37,8.35,43.73,2.45,7.92,1.52,0,0.01,"23,829.89",86.03,"1,268.24",,27.31,17.85,0,0,0,8.89,55.55,174.89,6.78,20.75,79.25,31.75,"23,829.89","11,104.32","4,945.06","2,629.85",726.71,284,"4,139.96",86.03,8.89,174.89,6.78,277,7.99,4.81,0.64,0.39,4.33,2.61,0.17,0.10,"154,145.70","20,446.08",5.82,4.34,915.12,7.54
(주)갑을,009840,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)강원랜드,035250,2018/12,3.64,-18.85,-18.84,,-31.98,-12.01,2.45,-10.41,-46.55,40.64,22.37,-36.30,-23.92,49.36,30.28,,20.70,11.38,10.34,,7.07,12.27,,8.39,406.52,,277.95,28,,,6.03,12.95,8.86,50.64,69.72,-1.68,-3.04,0,2.10,72.42,5.75,0.20,-4.04,6,5.56,6.67,-6.59,0,0,0,7.99,101.87,170.58,5.09,61.37,"6,712.34","1,467",,"1,711.07","15,908.84","3,415.48",0,"2,032.58",41.36,0.07,70.54,41.34,58.64,84.79,15.21,"3,352.76",69.15,69,275.44,275.26,2.71,0,850.78,0.10,273.17,"2,307.64",311.44,17.93,17.71,0,0.22,0.72,26.35,0,0,"2,008.39","999,999,999",86.38,34.15,135.97,156.92,222.65,64.68,0,9.84,28.97,0,0.34,0.43,0.41,13.42,2.17,414.87,0.88,0.74,0.74,"1,175.54",0.31,"2,935.67","1,960.66",0,199.93,1.83,0.64,1.13,0.55,0,0.80,"498,327.06",95.94,276.48,,57.24,11.94,0,0,0,11.78,39.17,252.27,34.70,12.45,87.55,59.66,"498,327.06","410,771.12","62,030.39","-43,626.60","2,251.37","2,156.14","64,744.64",95.94,11.78,252.27,34.70,"5,194",24.65,18.20,2.15,1.59,20.02,14.79,5.10,3.77,"6,798,728.06","499,596.38",34.79,"2,307.41","2,335.21",13.61
(주)갤럭시아에스엠,011420,2018/12,-27.82,-43.90,0,,0,0,-33.82,-40.33,0,-11.90,-18.84,-32.26,-20.21,-9.45,-30.36,,-71.17,-16,-16.25,,-38.10,-19.88,,-46.60,-48.55,,-113.82,0,,,-38.19,-25.17,-59,109.45,130.36,-38.33,-0.17,0.03,0,167.93,3.57,0.13,-0.10,0.34,4.69,77.01,-0.49,0,0,0,-95.64,43.57,0,0,0,799.66,-569,,-95.78,922.65,94.54,0,-242.75,42.95,0,75.27,42.95,57.05,80.38,19.62,194.54,70.98,70.69,222.68,222.68,54.33,0,0,0,204.88,0,0,24.41,23.99,0,0.41,1.41,23.66,0,0,-102.12,"999,999,999",39.06,0.95,90.42,96.36,85.87,-76.62,0,-15.03,-22.75,0,0.54,0.83,0.65,1.60,2.94,9.44,38.65,1.11,1.11,0,0,0,0,0,4.09,89.25,1.04,73.41,0.81,0,0.02,"-13,342.21",-120.20,198.47,,-141.24,12.02,0,0,0,-40.02,"-5,302.88",0,-60.56,0,0,0,"-13,342.21","-15,132.06","1,333.78",-36.83,315.22,49.87,127.81,-120.20,-40.02,0,-60.56,111,0,0,3.72,1.31,0,0,4.29,1.51,"37,954.46","-6,559.78",-29.78,-100.17,-238.11,0
(주)건영,012720,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)경농,002100,2018/12,11.04,8.40,67.19,,-16.69,-0.29,2.25,2.12,0.19,3.55,4.17,-1.38,-1.38,37.48,10.38,,6.57,5.51,5.48,,3.47,8.20,,5.20,139.96,,88.64,39.20,,,4,7.81,4.95,62.52,89.62,0.06,1,-0.08,3.34,90.19,11.93,0.39,1.05,2.84,11.47,221.81,1.60,3.33,3.55,0,30.49,100.75,41.18,2.39,46.46,"6,740.66",538,,213.19,"8,237.02","1,676.80",4.77,699.82,43.61,73.64,77.33,11.50,56.39,65.63,34.37,"1,724.77",85.92,81.12,143.04,37.71,6.03,0,17.74,244.73,80,27.56,22.18,52.37,46.45,0,5.92,29.60,13.12,16.33,24.88,9.80,11.39,63.80,16.77,81.71,107.73,142.03,9.71,20.43,3.34,6.50,10.33,0.53,0.75,0.79,13.48,1.59,6.39,57.10,1.22,5.26,1.60,228.81,2.54,8.47,176.95,10.65,34.28,0.93,2.27,0.72,0.17,0,"38,973.65",111.35,417.76,,27.47,47.82,0,0,0,13.67,57.47,"1,445.73",26.65,42.95,57.05,24.67,"38,973.65","15,262.95","16,738.48","1,469.25",973.08,549.35,"3,980.55",111.35,13.67,"1,445.73",26.65,350,36.55,12.70,1.97,0.68,75.99,26.41,2.40,0.84,"273,319.08","19,160.83",13.10,12.37,883.32,14.26
(주)경동나비엔,009450,2018/12,9.64,19.12,-8.38,,40.06,31.42,8.25,8.47,8.10,10.05,7.19,-1.44,-4.41,24.54,4.75,,3.69,7.31,7.05,,5.49,12.69,,9.87,230.29,,179.11,24.88,,,5.62,8.12,6.32,75.46,95.25,-0.09,0.09,0.73,2.75,95.40,5.93,0.26,0.09,1.85,9.09,42.86,0.29,3.07,4.76,100,10.14,95.44,24.77,1.31,13.83,"48,515.09","1,808",,-749.94,"17,940.52","1,791.81",1.99,"2,302.88",47.55,35.77,90.65,30.54,52.45,54.56,45.44,"1,886.70",96.13,92.70,109.52,70.34,3.48,0,157.42,411.70,169.58,249.28,92.83,83.28,79.57,0,3.70,48.92,4.13,12.01,22.01,18.09,54.34,51.82,17.92,31.17,36.13,62.31,0.97,3.69,0.44,0.32,54.32,1.49,1.71,2.67,48.52,3.35,7.91,46.14,3.21,4.88,9.37,38.96,14.64,36.45,0,5.76,63.42,2.77,4.10,1.68,0.14,0.02,"79,557.91",74.15,576.01,,21.27,32.99,0,0,0,18.06,51.36,347.72,12.87,44.49,55.51,28.68,"79,557.91","28,806.05","35,397.38",540.06,"2,200.41","1,571.11","11,042.88",74.15,18.06,347.72,12.87,"1,073",40.92,19.43,4.09,1.94,0,0,1.51,0.72,"574,931.01","40,380.42",6.53,24.90,"3,169.70",14.24
(주)경동도시가스,267290,2018/12,0,0,0,,0,0,0,0,0,0,0,0,0,7.80,2.68,,2.12,5.90,5.54,,4.38,13.50,,10.66,364.82,,288.16,24.15,,,4.08,5.58,4.40,92.20,97.32,0.06,-0.15,0,0.04,97.27,2.07,0.05,-0.15,1.50,6.94,0,-0.51,3.14,3.14,0,10.52,96.35,34.97,1.29,12.14,"340,399.75","7,210",,"25,507.43","64,423.69","2,604.31",0,"9,120.61",56.93,0.29,132.19,56.76,43.07,41.08,58.92,"2,703.04",104.83,83.45,117.65,117.31,26.29,0,"19,142.23",1.96,75.70,"111,486.12","25,287",143.41,117.78,11.92,25.62,123.23,8.54,1.77,4.32,99.67,"999,999,999",39.58,26.04,27.51,20.81,48.06,26.32,874.14,15.51,7.49,0,2.07,2.08,5.04,136.16,3.51,4.89,74.71,3.64,3.65,"1,235.48",0.30,"7,195.55",0,0,6.45,56.55,4.81,5.01,1.96,0,0,"98,493.52",355.57,"5,796.70",,122.68,116.82,0,0,0,12.69,31.08,33.47,6.13,32.85,67.15,34.50,"98,493.52","44,013.35","32,358.48","-2,329.20",142.55,786.84,"23,521.51",355.57,12.69,33.47,6.13,277,7.32,4.46,0.82,0.50,2.07,1.26,0.15,0.09,"54,246.40","66,544",4.14,154.16,"14,107.08",0.82
(주)경동인베스트,012320,2018/12,25.53,-59.67,0,,-78.27,0,0.20,"1,118.23",-60.74,18.18,32.33,930.81,21.13,51.27,-2.17,,21.11,0.48,-0.05,,0.49,-0.05,,0.51,-1.37,,13.32,6.84,,,-0.03,-0.17,1.65,48.73,102.17,24.41,-22.53,0,6.61,82.13,26.27,0.41,-22.05,4.58,3.01,9.51,-20.26,0,0,0,6.58,183.68,9.61,0.37,72.16,"3,154.68",693,,730.88,"129,968.95","2,586.33",0,-68.42,14.04,0.20,16.33,14.01,85.96,97.38,2.62,"2,625.11",88.28,86.08,"10,528.73","10,508.05",14.66,0,958.66,0.20,0,958.66,0,2.69,0.14,0,2.55,17.89,13.90,0,0,"-1,131.57","999,999,999",95.94,25.86,"1,043.40","3,224.24",852.91,307.01,0,8.05,343.76,0,0.02,0.08,0.02,0.63,0.90,0,0,0.10,0.10,169.75,2.15,169.75,0,0,16.42,22.23,0.03,0.68,0.10,0.01,0.04,"2,500.57",192.35,573.92,,121.15,154.12,0,0,0,0.78,20.61,0,33.52,80.13,19.87,62.98,"2,500.57","1,659.74","2,003.61","-1,681.23",138.20,30.89,349.35,192.35,0.78,0,33.52,13,114.12,52.56,0.58,0.27,103.98,47.89,24.09,11.09,"81,539.08",187.54,2.51,"1,311.45",79.30,434.79
(주)경방,000050,2018/12,-6.58,23.35,-1.11,,13.70,58.28,2.56,-3.13,6.51,-8.15,0.96,5.47,5.72,36.29,13.96,,10.46,3.35,3.21,,2.41,5.41,,4.05,284.31,,213.01,22.54,,,2.67,12.61,9.45,63.71,86.04,-1.01,1.14,0.43,0.11,87.45,0.98,0.61,1.27,8.95,42.62,278.10,0.65,2.31,2.38,0,4.12,98.99,24.60,0.46,11.55,"10,179.92","1,070",,"1,073.96","26,424.90","5,260.30",0.01,"1,421.54",7.19,40.35,7.74,4.29,92.81,59.45,40.55,"5,319.56",156.12,101.31,85.68,51.11,3.52,0,81.70,0,180.38,201.33,45.30,68.21,14.11,24.56,54.10,0,-1.20,17.26,29.04,7.97,12.32,58.79,52.60,28.60,405.97,111.04,8.11,19.06,3.29,14.46,12.20,0.23,0.90,0.39,20.36,0.57,17.82,20.49,3.50,5.49,9.62,37.96,22.70,18.34,184.18,9.86,37.03,0.25,1.26,1.09,0.60,0.02,"65,914.84",142.67,604.08,,63.20,5.35,0,0,0,5.37,30.75,"1,155.24",23.62,3.75,96.25,44.30,"65,914.84","36,158.80","2,472.23","3,193.97",0,"1,537.84","22,551.99",142.67,5.37,"1,155.24",23.62,462,16.01,9.67,0.65,0.39,15.88,9.59,1.67,1.01,"504,714.29","61,523.83",22.04,12.58,"2,244.14",8.20
(주)경보제약,214390,2018/12,-2.55,16.54,-29.77,,-26.98,11.53,5.30,5.05,-15.06,9.76,-1.64,-4.29,11.81,24.47,8.58,,6.51,8.10,8.10,,6.15,11.89,,9.03,144.45,,109.73,27.60,,,6.57,8.16,6.20,75.53,91.42,0.19,0.44,0.31,0.26,91.35,8.80,0.25,0.48,6.21,13.98,109.97,1.30,2.09,2.49,0,62.82,92.06,40,3.21,36.45,"8,422",549,,-47.61,"5,928.48","1,146.61",0.38,722.24,58.18,41.49,139.11,34.04,41.82,67.24,32.76,"1,246.61",62.20,60.86,186.01,108.83,3.87,0,118.80,89.73,423.11,186.15,28.08,48.73,46.52,98.94,2.21,5.52,26.90,19.21,28.57,19.43,20.90,61.84,11.47,59.49,46.42,109.03,16.99,28.97,5.57,6.13,19.47,0.94,0.95,1.39,16.84,2.96,13.22,27.62,1.68,2.92,3.97,91.96,6.07,13.86,269.48,3.46,105.54,2.15,2.60,1.09,0,0.01,"47,643.34",105.87,447.43,,29.15,36.43,0,0,0,21.50,62.85,223.51,23.66,34.40,65.60,27.53,"47,643.34","17,643.55","16,391.51",886.65,691.38,472.39,"11,557.87",105.87,21.50,223.51,23.66,450,31.44,16.95,2.91,1.57,0,0,2.05,1.10,"282,631.39","28,824.45",14.32,32.44,"1,205.70",9.81
(주)경인양행,012610,2018/12,4.80,32.07,"7,421.82",,"1,296.59",34.67,3.87,14.79,73.16,19.73,4.59,-4.13,43.60,23.74,5.38,,3.33,4.16,3.73,,2.31,6.16,,3.81,59.29,,36.73,23.03,,,2.68,4.84,3,76.26,94.62,-1.38,0.52,0.37,0,96.14,9.29,0.33,0.53,2.87,14.25,200.36,0.92,2.37,2.72,0,65.04,88.68,9.94,1.01,27.06,"5,511.87",186,,22.57,"4,740.80",885.28,0,296.44,47.89,52.15,91.89,22.92,52.11,57.48,42.52,981.46,90.67,82.84,129.10,61.78,8.44,0,58.29,231.34,297.64,137.56,19.58,73.99,64.54,84.83,9.45,50.32,10.79,30.84,53.67,4.74,8.63,51.84,8.85,65.17,78.95,121.50,0.53,0.74,0.23,0.35,10.27,0.69,0.90,1.14,11.02,1.76,18.19,20.07,1.53,3.18,2.97,123.01,6.41,8.87,27.06,4.63,78.82,1.27,2.51,0.87,0,0.01,"37,734.80",60.96,359.71,,11.99,33.22,0,0,0,10.94,42.97,294.55,16.95,54.50,45.50,19.66,"37,734.80","8,898.90","20,565.09","1,166.25",0,741.03,"6,363.53",60.96,10.94,294.55,16.95,619,40.51,25.59,1.57,0.99,329.61,208.22,1.35,0.85,"326,749.82","18,338.58",8.24,7.26,453.97,17.82
(주)고제,002540,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고합,004460,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광명전기,017040,2018/12,37.91,-7.27,-20.88,,0,19.12,3,-7.74,204.59,1.05,-0.03,-8.70,9.80,9.93,3.06,,3.28,2.45,2.35,,2.52,3.43,,3.67,13.71,,14.69,34.06,,,2.65,3.54,3.79,90.07,96.94,1.76,0.18,1.69,0.04,95.32,3.98,0.15,0.18,1.47,9.03,110.60,0.43,2.07,2.07,0,52.44,76.61,0,0,0,"2,237.08",73,,-92.75,"1,957.12",306.07,0,68.55,48.31,18.25,93.46,39.50,51.69,70.87,29.13,406.07,72.94,68.58,196.18,160.38,46.24,0,140.83,37.22,168.62,"1,328.73",83.52,41.11,34.75,0,6.36,19.02,23.68,11.68,16.48,9.92,28.34,53.42,3.06,64.30,66.21,87.18,1.73,4.31,0.50,0.64,17.35,0.77,1.15,1.12,4.47,2.44,9.12,40.01,1.56,1.85,9.63,37.90,96.50,147.21,12.35,5.70,64.04,1.51,5.29,1.01,0.16,0.02,"10,201.44",53.13,504.95,,16.58,19.75,0,0,0,8.22,48.80,530.45,10.52,37.17,62.83,31.20,"10,201.44","4,680.53","3,792.17",171.22,10.22,145.94,"1,401.35",53.13,8.22,530.45,10.52,192,74.90,29.01,2.81,1.09,0,0,2.46,0.95,"100,310.55","4,372.32",4.51,14.60,100.89,22.94
(주)광주신세계,037710,2018/12,-0.97,133.14,-11.05,,-5.75,-51.31,7.13,-35.50,-2.97,-2.30,-0.49,-33.99,8.31,86.89,37.03,,33.35,8.83,7.41,,6.67,8.34,,7.52,625.86,,563.66,29.59,,,5.26,7.44,6.70,13.11,62.97,6.61,-7.05,0,1.35,59.26,21.74,2.85,-11.11,6.98,13.13,128.14,-12.61,0,2.50,0,7,98.71,60,0.77,10.64,"84,508.35","28,183",,"33,667.85","384,228.38","7,658.21",0,"31,293.01",11.13,3.38,12.53,10.76,88.87,89.15,10.85,"7,758.21",99.68,99.57,103.59,100.09,60.56,0,359.54,97.60,210.35,367.69,170.92,12.17,12.05,0,0.12,27.17,0.39,0,0,715.98,"999,999,999",88,76.58,40.95,458.71,513.05,69.60,0,7.55,38.89,0,0.20,0.20,0.23,16.90,1.79,29.14,12.53,2.44,2.63,33.78,10.81,34.90,"1,903.50",0,15.01,24.31,0.22,1.25,1.04,0.05,0.04,"88,056.11",258.99,397.69,,132.63,54.88,0,0,0,12.65,83.54,0,65.12,21.19,78.81,51.21,"88,056.11","59,006.07","18,657.68","-9,532.26","11,486.22","2,448.81","5,989.60",258.99,12.65,0,65.12,340,8.73,5.85,0.64,0.43,7.31,4.90,2.91,1.95,"241,059.83","56,058.41",41.46,801.64,"35,036.50",4.30
(주)국동,005320,2018/12,6.35,18.68,0,,0,-9.01,8.08,5.23,0,16.44,-5.11,-9.63,-12.02,15.75,1.23,,0.99,2.33,2.16,,1.73,4.19,,3.36,25.14,,20.19,41.83,,,3.71,2.88,2.31,84.25,98.77,0.28,1.12,1.25,0,98.53,3.80,0.19,1.11,0.05,31.43,"1,069.02",4.07,5.61,5.46,0,28.57,81.45,0,0,0,"9,956.83",101,,-291.18,"3,038.29",509.93,0,122.46,58.20,25.36,139.21,43.43,41.80,51.73,48.27,607.88,80.81,80.81,120.57,89.99,1.49,0,244.51,148.68,0,"1,167.45",0,93.30,93.30,0,0,0,9.93,36.82,71.18,1.01,2.34,43.40,5.10,31.64,25.33,44.78,-9.21,-12.07,-4.45,-2.62,1.09,1.76,2.34,3.40,20.44,3.63,0,0,3.16,4.45,10.94,33.37,49.99,0,0,5.95,61.34,3.95,"1,049.52",1.73,0.06,0.01,"9,586.79",112.79,"1,609.55",,15.90,61.94,0,0,0,11.88,"7,134.68",0,7.01,54.92,45.08,14.10,"9,586.79","2,060.76","5,264.65","1,536.79",395.53,262.61,66.46,112.79,11.88,0,7.01,85,55.41,20.74,1.79,0.67,0,0,0.55,0.20,"65,988.20","1,749.05",1.28,1.05,127.29,37.73
(주)국보,001140,2018/12,-58.01,-34.84,0,,0,-12.53,-27.81,-10.36,"12,723.38",-3.15,-34.64,-7.44,15.75,4.22,-6.93,,-6.03,-7.22,-8.04,,-7,-33.60,,-29.24,-55.15,,-48.01,0,,,-5.63,-9.36,-8.15,95.78,106.93,5.53,1.18,0,0,101.19,3.94,0.13,0.99,1.23,6.28,89.54,1.80,10.54,6.45,0,-96.78,24.75,0,0,0,"39,784.69","-2,400",,"-3,539.52","3,250.32",37.65,0,"-2,757.56",25.43,3.06,34.09,24.65,74.57,25.39,74.61,137.65,293.70,192.01,41.57,40.30,2.25,0,"2,807.89",0,105.78,0,"2,654.51",293.84,240.88,93.75,52.96,0,-35.74,26.27,103.45,-3.67,-0.19,6.94,0.38,21.95,64.27,53.25,-12.82,-36.41,-9.56,-6.52,-5.86,1.16,1.35,4.85,7.96,1.52,5.47,66.72,4.56,4.68,176.11,2.07,0,0,0,5.78,63.10,1.56,2.39,1.31,0.01,0,"4,172.45",33.92,544.15,,-32.83,25.56,0,0,0,9.15,25.25,"46,360,577.78",6.23,75.34,24.66,-96.78,"4,172.45",-939.27,"3,143.37",791.20,93.10,101.74,982.31,33.92,9.15,"46,360,577.78",6.23,123,0,0,11.05,2.79,0,0,0.90,0.23,"30,810.64","-3,656.75",-5.46,-2.90,"-2,173.66",0
(주)금양,001570,2018/12,0.59,-17.76,9.81,,"4,295.03",4.04,57.39,0.58,160.49,-4.59,-1.12,5.41,10.22,13.48,4.30,,10.63,4.10,4.04,,9.99,16.20,,40.07,30.33,,75.01,22.73,,,12.11,7.60,18.80,86.52,95.70,9.45,2.25,-0.28,0,87.94,3.97,0,2.25,0.65,15.37,115.43,2.82,4.88,4.98,0,10.36,32.25,14.14,6.22,18.97,"3,512.69",424,,-12.24,"1,068.33",141.78,1.13,150.92,30.99,18.60,44.90,25.23,69.01,31.63,68.37,227.58,218.18,206.64,46.53,37.88,19.84,0,304.42,0,278.89,537.63,109.16,216.15,210.56,97.88,5.59,0,-35.61,46.32,146.43,1.86,7.10,19.70,1.42,35.20,71.15,51.98,5.16,7.62,3.53,3.62,1.91,0.94,1.77,3.77,7.06,1.25,9.45,38.64,2.84,3.40,17.26,21.15,32.90,63.32,0,4.77,76.50,1.41,5.93,0.89,0.08,0.02,"31,438.50",302.29,"1,458.43",,154.96,58.05,0,0,0,20.22,122.50,"1,265.38",20.73,19.20,80.80,51.26,"31,438.50","20,857.12","6,037.17","3,419.65",139.65,0,984.91,302.29,20.22,"1,265.38",20.73,104,8.02,5.56,2.80,1.94,0,0,0.85,0.59,"163,401.13","7,501.60",4.95,2.14,173.73,21.78
(주)금호에이치티,214330,2018/12,-6.25,54.79,-31.74,,30.71,47.98,34.34,14.36,3.09,8.47,61.22,5.43,-1.23,8.02,3.97,,3.75,4.06,3.99,,3.77,6.57,,6.21,117.42,,111,7.40,,,5.06,4.63,4.37,91.98,96.03,-0.08,1.28,0.66,0.01,96.17,2.26,0.16,1.31,3.08,18.43,170.60,3.28,3.99,5.41,0,5.19,93.96,0,0,0,"17,317.92",576,,"1,733.62","11,993.50","1,555.80",0,687.59,60.31,23.02,151.98,46.43,39.69,56.92,43.08,"1,655.80",69.72,57.89,191.78,147.63,28.51,0,192.88,48.10,280.29,505.22,68.81,75.69,55.25,57.42,20.44,40.30,28.86,27.76,48.77,2.94,4.03,53.48,15.56,60.40,39.12,97.61,13.22,20.51,5.69,6.93,3.09,1,1.17,1.66,29.57,2.56,11.87,30.75,1.66,2.16,7.06,51.67,16.95,20.53,38.78,3.09,118.19,2.56,4.06,1.12,0,0.01,"19,999.39",39.06,369.63,,13.87,8.18,86.42,12.42,449.74,8.69,45.20,314.39,10.57,20.94,79.06,35.51,"19,999.39","7,370.09","4,187.86","2,429.50",8.64,299.82,"5,703.50",39.06,8.69,314.39,10.57,512,13.51,6.46,0.73,0.35,5.06,2.42,0.51,0.24,"108,129.61","13,217.49",6.98,5.18,"1,209.51",8.18
(주)기린,006070,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
