회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,매출채권 대 상,제품비율,매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,상품,제품회전률,원,부재료회전률,재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
(주)DB Inc.,012030,1994/12,1.98,13.61,0,-154.61,0,45.71,-5.11,1.21,-7.38,6.62,-0.35,-5.08,2.49,13.88,-1.38,-3.81,-4.08,1.03,-0.76,-2.09,-2.24,-1.5,-4.15,-4.44,-6.04,-16.72,-17.89,0,0.06,-2.46,-0.08,-0.89,-2.64,86.12,101.38,-1.93,3.93,0.34,0.75,103.12,16.51,0.74,3.59,9.27,26.25,84.72,4.35,13.4,15.36,0,13.46,74.49,3,0.77,0,21921.03,-895,0,-2387.91,19452.56,292.05,0,-302.14,51.76,43.52,107.31,29.23,48.24,47.6,52.4,392.05,101.34,64.62,204.2,115.33,13.02,62.87,59.44,85.29,104.6,99.33,56.82,110.09,53.25,22.07,56.83,102.41,26.41,28.54,59.96,-0.19,0.16,35.46,2.92,91.42,90.78,168.42,2.68,4.91,1.4,2.63,-0.35,0.55,0.65,1.09,4.38,1.11,5.12,71.26,1.09,1.79,2.8,130.25,4.41,13.38,87.98,4.06,89.8,1.1,1.49,0.72,0.57,0.01,11262.08,36.8,123.22,-4.7,-5.03,22.26,83.46,26.49,231.48,15.9,44.1,138.94,29.87,60.49,39.51,-13.66,11262.08,-1248.15,6812.6,1482.21,86.83,305.38,3823.2,36.8,15.9,138.94,29.87,306,,,,,,,,,,,,,,
(주)DB하이텍,000990,1994/12,6.66,18.92,-51.81,-82.51,-71.63,9.89,-0.42,2.75,-33.69,18.52,6.78,-13.3,-1.92,31.19,6.7,1.73,1.53,6.36,5.13,1.32,1.17,12.21,3.15,2.79,128.16,33.04,29.28,34.47,5.78,1.52,5.63,5.88,1.34,68.81,93.3,-4.97,5.81,-0.08,3.2,98.34,8.26,0.59,5.68,1.51,12.02,41.25,7.69,14.35,17.06,0,2.51,90.46,15,1.43,51.23,95676.06,1464,0,-9479.75,51638.43,947.77,0.42,6408.25,57.62,40.15,135.95,34.49,42.38,39.47,60.53,1047.77,107.38,64.78,166.63,99.74,10.03,84.67,100.9,100.39,204.18,140.57,49.42,153.37,87.61,46.23,65.76,112.65,23.04,37.23,94.32,0.9,1.3,35.7,9.48,73.58,56.93,122.02,-4.1,-6.67,-2.48,-3.45,1.15,0.77,0.88,1.82,19.14,1.32,6.22,58.66,1.36,2.33,3.26,111.86,4.51,15.19,903.91,3.41,107.09,1.76,2.49,0.86,2.23,0.01,31596.33,37.98,198.94,3.44,3.04,16.82,82.27,3.48,276,13.76,46.16,1092.77,19.09,44.28,55.72,8.02,31596.33,2859.99,13990.11,9624.45,1555.4,1004.95,2561.44,37.98,13.76,1092.77,19.09,832,,,,,,,,,,,,,,
(주)HJ 매그놀리아 용평 호텔 앤 리조트,070960,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1994/12,27.76,28.72,-0.45,-17.73,8.98,281.05,72.74,6.12,13.51,6.54,14.77,-0.4,15.16,19.12,9.75,4.77,3.82,9.21,5.99,2.93,2.35,19.74,9.65,7.74,67.77,33.11,26.57,24.03,4.78,3.52,4.2,7.21,2.83,80.88,90.25,-5.15,3.01,0.46,0.45,95.66,18.81,0.42,2.97,8.83,15.55,36.27,2.66,10.63,10.38,0,6.11,72.08,6.61,1.84,30.18,29534.47,1440,0,3394.32,16612.2,258.18,2.56,2880.93,23.97,0.82,31.53,23.77,76.03,35.54,64.46,358.18,211.19,99.27,98.29,97.49,5.17,0.39,1653.61,0,318.09,103118.4,519.86,181.36,68.62,23.23,112.74,0,-0.42,44.08,124.04,1.18,2.53,25.62,2.58,37.5,125.26,151.16,8.31,12.15,5.36,9.43,3.24,0.61,0.74,2.02,6.95,0.88,35.41,10.31,2.67,2.68,457.88,0.8,14001.57,0,0,19.58,18.64,0.8,1.44,1.19,0,0.11,129654.17,68.02,180.97,8.62,6.92,34.53,121.8,63.9,318.64,21.35,55.85,106.46,37.59,50.76,49.24,10.17,129654.17,15889.57,65818.58,10381.57,5176.85,1471.02,30916.58,68.02,21.35,106.46,37.59,1906,,,,,,,,,,,,,,
(주)LG파워콤,045820,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1994/12,15.02,-54.6,21.37,-5.44,-37.12,36.23,4.6,12.24,0,0,-4.16,0,0,19.15,14.17,9.12,4.68,19.27,15.24,9.81,5.03,26.88,17.3,8.87,144.18,92.82,47.59,50.19,13.11,18.79,8.33,29.19,9.64,80.85,85.83,-5.11,3.07,0,0.31,91.31,3.05,0.35,3.22,2.07,11.84,172.23,7.62,55.61,29.85,0,55.79,81.77,10,1.82,21.01,101782.19,4759,0,11785.33,53849.89,448.5,0,14417.73,13.44,51.93,15.53,6.46,86.56,63.77,36.23,548.5,135.74,116.31,52.54,25.26,3.17,0,62.18,0,298.35,560.48,20.84,56.82,40.12,98.18,16.7,0,-12.14,14.48,22.71,2.08,3.95,52.14,4.48,18.19,74.74,43.76,24.85,62.19,9,7.61,4.62,1.08,2.06,1.9,10.18,2.49,88.14,4.14,5.5,7.65,19.55,18.67,263.97,32.98,78.38,25.86,14.12,1.34,3.42,2,0,0.03,3896.5,0,0,0,0,0,0,0,0,20.59,55.69,544.61,17.4,16.7,83.3,26.87,3896.5,2027.32,650.55,686.5,17.26,74.74,440.13,0,20.59,544.61,17.4,0,,,,,,,,,,,,,,
(주)S&TC,100840,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)S&T홀딩스,036530,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1994/06,58.11,-0.58,-38.87,0,0,5.02,-35.54,9.11,60.31,-14.4,47.96,27.46,35.66,11.27,2.62,-6.38,-6.38,2.87,1.83,-4.44,-4.44,17.73,-43.14,-43.11,12.53,-30.46,-30.45,0,1.22,-5.46,1.22,2.25,-5.46,88.73,97.38,-9,8.13,-0.01,0.09,106.26,8.96,1.02,7.51,3.93,8.41,39.81,6.31,8.65,9.96,0,-80.62,-80.62,0,0,0,23878.13,-1523,0,202.94,2602.23,-44.64,0.45,626.26,38.55,24.81,62.74,28.99,61.45,7.28,92.72,55.36,843.38,163.78,61.68,46.38,6.42,74,244.62,0,273.73,496.33,89.36,1273.26,858.32,60.91,414.94,0,-23.95,69.81,958.69,0.27,0.22,-5.87,-0.45,61.56,81.97,136.7,3.57,4.74,3.31,5.27,0.32,0.7,0.86,6.76,4.78,0.78,7.96,45.83,1.62,2.14,6.73,54.25,12.84,18.51,120.26,2.92,124.79,1.22,1.38,0.69,0.59,0.01,10377.57,48.49,267.86,-17.09,-17.08,25.98,198.38,78.11,426.45,11.37,24.44,62.08,18.1,53.57,46.43,-35.21,10377.57,-3654.39,5559.01,4659.59,741.43,631.82,2440.11,48.49,11.37,62.08,18.1,214,,,,,,,,,,,,,,
(주)SIMPAC,009160,1994/12,-7.17,2.24,0,0,0,11.55,-2.99,29.48,216.89,-15.86,-9.67,53.88,62.82,7.66,-1.65,-14.49,-5.03,0.79,-0.83,-7.27,-2.53,-3.51,-30.77,-10.69,-4.47,-39.21,-13.62,0,-1.4,-8.41,3.35,-0.96,-2.92,92.34,101.65,-0.58,11.71,0.23,0.25,101.91,15.99,0.39,9.84,4.32,9.07,29.77,7.7,14.25,13.29,0,-9.88,13.53,0,0,0,13532.47,-681,0,-1365.06,5778.9,25.51,0.04,-223.4,54.65,46.27,120.53,29.37,45.35,23.71,76.29,125.51,190.86,70.24,153.65,82.56,9.39,59.78,81.14,132.51,153.03,370.3,53.02,321.75,150.02,28.28,171.73,213.38,19.08,53.55,225.84,-0.11,0.81,4.82,0.26,105.72,93.44,185.57,-3.68,-5.24,-2.81,-5.49,-0.14,0.5,0.58,2.12,2.71,0.66,4.34,84.02,0.95,1.7,2.13,171.17,10.21,37.41,3.23,2.77,131.96,1.07,1.31,0.56,1.8,0,17777.96,35.27,103.21,-14.95,-5.19,19.65,74.67,16.15,201.86,17.47,47.24,218.37,34.18,55.7,44.3,-14.72,17777.96,-1157.95,9903.14,6091.02,20.59,244.47,2676.69,35.27,17.47,218.37,34.18,504,,,,,,,,,,,,,,
(주)STX,011810,1994/12,-7.14,53.05,-4.62,-566.82,-9.7,47.34,15.96,27.23,15.56,19.72,-1.5,6.27,14.59,9.03,3.16,-1.64,0.41,4.3,2.54,-1.32,0.33,7.77,-4.03,1.01,15.25,-7.9,1.98,83.73,1.62,-1.51,3.27,2.91,0.38,90.97,96.84,-1.08,3.66,-0.69,0.15,98.08,15.15,0.42,3.44,2.88,8.84,70.38,4.36,10.38,11.76,0,0.86,47.98,0,0,0,22689.37,93,0,-648.47,9663.56,98.13,1.96,717.32,59.84,37.59,149.03,37.35,40.16,31.54,68.46,198.13,127.2,80.76,118.92,74.21,8.22,68.31,104.61,236.31,383.1,496.95,27.31,217.08,159.57,73.39,57.51,190.51,9.52,40.68,128.99,0.54,1.57,15.62,0.98,68.51,56.03,122.27,-0.71,-1.2,-0.49,-0.68,0.86,0.8,0.92,2.46,4.82,1.19,12.88,28.34,1.46,2.36,3.82,95.45,26.34,14.84,7.63,3.31,110.36,1.78,2.57,0.79,0,0.01,69016.88,37.78,147.77,-2.42,0.61,23.8,53.54,11.3,204.63,18.46,70.56,334.44,25.56,63.01,36.99,1.61,69016.88,5606.9,43489.77,9876.34,554.45,1209.28,8280.14,37.78,18.46,334.44,25.56,1827,,,,,,,,,,,,,,
