회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,매출채권 대 상,제품비율,매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,상품,제품회전률,원,부재료회전률,재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
(주)DB Inc.,012030,1998/12,25.18,0.6,164.39,530.7,560.1,8.8,46.11,65.61,43.15,14.78,19.48,44.29,-32.47,29.79,8.83,3.44,2.75,8.15,7.08,2.76,2.2,18.7,7.28,5.82,76.51,29.79,23.82,28.78,8.99,3.08,8.44,7.9,2.46,70.21,91.17,-5.39,7.77,1.54,2.17,96.82,6.08,0.4,7.41,5.3,19.13,24.61,10.03,20.28,24.2,0,4.88,80.44,4.7,1.01,20.57,41617.96,1038,1215,4170.8,23043.31,375.14,0.06,3673.23,36.7,48.86,57.98,18.77,63.3,42.6,57.4,466.39,148.4,132.89,70,35.8,14.76,74.81,64.8,0,66.97,89.34,96.75,134.76,123.09,97.52,11.67,0,-15.73,34.09,80.03,0.97,1.44,34.26,3.75,48.14,76.49,119.44,6.91,11.63,3.97,5.22,1.14,0.8,0.9,2.12,8.67,1.29,5.2,70.14,2.08,3.92,4.42,82.63,6.33,21.76,306.52,6.78,53.84,1.31,1.58,0.85,0.17,0.02,19457.83,83.51,333.85,11.47,9.17,21.29,234.38,31.86,439.25,19.01,35.63,262.12,25.01,25.49,74.51,10.99,19457.83,2673.53,4960.43,6044.6,1129.29,327.87,4322.11,83.51,19.01,262.12,25.01,233,,,,,,,,,,,,,,
(주)DB하이텍,000990,1998/12,17.52,-16.61,1031.04,0,0,4.42,173.12,15.16,-9.42,-20.17,17.87,44.26,-13.33,23.48,7.21,-0.42,0.71,7.39,5.27,-0.31,0.52,23.21,-1.35,2.29,153.93,-8.98,15.21,52.79,8.01,-0.36,8.84,6.11,0.6,76.52,92.79,-6.21,11.37,3.59,0.48,99.16,3.59,0.43,9.65,3.48,11.87,35.33,10.77,20.6,19.43,0,3.72,93.33,0,0,0,106793.52,844,-805,-1443.62,46287.89,877.51,0.03,7696.41,42.28,47.68,73.24,22.12,57.72,33.22,66.78,971.08,173.65,108.46,90.31,47.25,19.98,78.45,44.03,0,69.14,69.01,63.68,201.01,140.91,64.38,60.1,0,-4.54,50.6,152.32,0.51,1.09,30.02,8.78,63.62,73.01,125.86,0.4,0.53,0.27,0.37,0.63,0.73,0.85,3.22,21.36,0.95,4.78,76.42,1.57,2.73,3.7,98.55,5.94,17.51,225.08,5.21,70.03,1.37,1.68,0.69,0.24,0.01,140982.75,154.25,571.73,-2.4,4.07,24.14,365.14,55.1,782.46,19.71,42.24,279.93,26.98,15.65,84.35,2.64,140982.75,5211.05,22062.4,59411.2,30217.69,2674.04,21406.37,154.25,19.71,279.93,26.98,914,,,,,,,,,,,,,,
(주)HJ 매그놀리아 용평 호텔 앤 리조트,070960,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)LG데이콤,015940,1998/12,12.5,-29.18,10.22,0,0,-36.52,18.19,1.36,44.01,1.61,7.04,-0.25,-14.96,18.02,12.45,3.29,2.03,6.45,4.91,1.3,0.8,16,4.23,2.61,97.64,25.78,15.94,21.26,4.62,1.83,4.13,6.91,1.13,81.98,87.55,-10.42,8.44,-0.73,0.09,98.22,14.96,0.49,7.51,8.76,9.3,33.92,4.8,9.84,10.2,0,2.7,84.03,6,0.99,40.89,38010.69,863,1249,-696.06,27411.48,508.47,0.72,4733.12,16.8,4.33,20.19,16.07,83.2,33.45,66.55,608.47,242.04,108.87,65.51,62.67,4.8,1.1,473.12,0,99.16,58298.6,477.11,198.97,76.65,26.78,122.32,0,-8.84,49.83,148.99,1.01,1.24,27.95,5.08,51.04,202.78,179.99,5.96,7.96,3.97,9.99,1.48,0.39,0.56,1.29,7.84,0.57,7.33,49.82,1.96,2.05,42.41,8.61,11317.29,0,0,11.72,31.15,0.49,0.73,0.78,0.02,0,264078.28,119.82,309.08,10.16,6.28,51.94,365.94,237.13,778.88,15.38,32.74,50.53,38.77,43.35,56.65,5.24,264078.28,13845.71,114481.21,57507.67,7418.6,3737.49,67087.6,119.82,15.38,50.53,38.77,2204,,,,,,,,,,,,,,
(주)LG파워콤,045820,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)MH에탄올,023150,1998/12,43.52,-32.66,34.68,0.22,-43.72,10.35,29.42,20.15,10.86,-9.09,76.8,32.16,4.08,20.87,16.79,13.63,4.65,18.12,15.26,12.39,4.23,22.73,18.45,6.3,110.53,89.74,30.65,50.49,13.16,17.67,5,21.76,6.04,79.13,83.21,-8.28,0.85,0,0.04,91.76,7.73,0.94,0.89,5.19,24.36,60.94,2.34,13.38,19.11,0,54.75,87.13,7,1.29,23.12,32523.05,1514,3028,5615.17,26748.91,441.98,0.02,5459.03,17.01,34.31,20.5,11.17,82.99,65.2,34.8,541.98,127.28,112.07,65.56,43.06,25.52,70.37,73.46,0,17271.52,404.68,0.43,53.37,39.8,81.11,13.57,0,-8.94,23.36,35.83,4.2,11.05,53.17,4.42,27.01,83.02,93.51,31.99,47.65,11.13,14.23,19.82,0.91,1.3,1.35,6.58,2.76,254.02,1.44,3.7,5.02,14.07,25.95,146.89,30.33,124.2,15.67,23.29,1.2,2.98,1.96,0,0.02,6467.51,107.79,477.82,65.12,22.24,34.99,181.16,18.73,610.59,17.65,59.5,575.43,22.56,32.46,67.54,20.63,6467.51,2438.73,2099.17,242.75,21.5,256.36,1409,107.79,17.65,575.43,22.56,60,,,,,,,,,,,,,,
(주)S&TC,100840,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)S&T홀딩스,036530,1998/12,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,6.43,7.62,5.67,11.5,8.01,9.49,7.07,19.76,23.42,17.45,71.38,84.57,63,25.97,6,9.68,3.58,8.17,7.21,79.91,93.57,1.19,-2.8,-1.38,0.08,92.84,5.6,0.05,-2.83,1.67,9.46,52.43,-5.86,0,0,0,44.5,72.31,0,0,0,103141.71,6040,5837,20420.08,33541.15,261.14,0,6629.26,63.4,2.72,173.21,61.67,36.6,40.51,59.49,361.14,90.36,83.75,112.62,109.55,66.07,0,861.51,24.28,81.65,0,1055.15,146.88,138.99,0,7.9,45.04,7.1,0,0,1296.59,999999999,29.29,2.61,50.9,29.39,78.65,41.45,0,24.66,19.8,0,1.25,1.27,3.08,11.11,2.09,6.84,53.33,1.96,2.02,72.22,5.05,0,148.31,143.87,8.38,43.54,3.4,4.05,1.04,0.01,0,2676.5,17.38,144.22,10.98,8.18,7.97,35.65,5.9,115.79,15.01,48.75,294.33,12.05,45.88,54.12,47.08,2676.5,1691.36,1228,-621.4,2.13,10.82,365.58,17.38,15.01,294.33,12.05,154,,,,,,,,,,,,,,
(주)SH에너지화학,002360,1998/06,-2.64,-5.83,-9.42,-690.29,0,-22.66,-19.35,5.42,1.51,-24.24,1.21,39.15,3,20.47,9.37,-4.16,-4.16,10.03,8.12,-3.61,-3.61,47.99,-21.32,-21.32,51.74,-22.99,-22.99,0,5.72,-3.88,5.72,8.74,-3.88,79.53,90.63,-13.53,10.77,-1.97,0.02,103.95,2.97,0.69,9.83,1.9,4.05,37.76,11.22,14.5,15.6,0,-18.76,0.46,0,0,0,27606.26,-1187,-1189,-2596.96,4673.89,0.44,0,2586.83,47.19,10.59,89.34,42.19,52.81,15.28,84.72,96.25,343.99,138.11,76.16,68.1,13.26,79.9,609.16,0,870.43,3103.56,69.98,554.62,405.54,72.21,149.07,0,-14.77,78.41,513.26,0.72,0.61,0.07,0,55.51,59.91,104.89,-5.36,-5.79,-4.54,-5.18,0.87,0.87,0.93,5.12,5.52,1.04,12.77,28.59,1.8,2.04,15.29,23.86,44.86,28.25,150.81,2.78,131.1,1.67,1.95,0.82,0.19,0.01,13387.62,107.1,795.2,-33.11,-33.11,25.91,402.13,223.96,907.5,11.8,26.63,47.82,13.47,24.19,75.81,-30.91,13387.62,-4138.16,3238.13,10700.48,767.61,750.2,2069.36,107.1,11.8,47.82,13.47,125,,,,,,,,,,,,,,
(주)SIMPAC,009160,1998/12,-7.76,-52.45,0,0,0,-33.44,-97.25,-68.87,-90.63,-27.83,-11.42,-56.86,-33.09,-12.21,-25.99,-59.15,-59.15,-7.99,-8.4,-19.11,-19.11,-81.7,-185.97,-185.97,-31.35,-71.37,-71.37,0,-9.94,-20.05,-9.94,-8.81,-20.05,112.21,125.99,-33.17,28.39,-0.05,0.11,155.85,14.91,0.35,17.2,6.15,7.64,64.48,10.22,18.89,15.57,0,-5086.79,-5086.79,0,0,0,6032.43,-3566,-3568,500.63,-420.57,-97.94,0.12,-1567.71,37.51,67.08,60.03,12.35,62.49,0.69,99.31,2.06,9024.23,208.25,53.4,17.58,3.6,52.09,32.06,0,80.11,197.97,40.02,14461.99,10228.6,64.5,4233.38,0,-32.73,63.26,9211.34,-0.88,-1.08,-32.71,-0.98,144.45,165.09,238.08,3.94,6.19,3.91,9.71,-0.92,0.32,0.34,3.14,1.21,0.36,2.59,140.96,0.69,1.51,1.28,285.24,7.79,15.71,1.85,2.1,173.45,0.61,0.72,0.32,1.26,0,1137.2,3.43,71.78,-42.46,-42.46,17.66,95.36,12.02,178.16,1.92,3.59,28.5,4.77,515.65,-415.65,-1239.63,1137.2,-14097.08,5864.03,6766.01,46.65,137.09,2420.5,3.43,1.92,28.5,4.77,332,,,,,,,,,,,,,,
