회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
(주)STX,011810,2019/12,51.93,-1.80,0,,0,0.61,-18.64,-6.92,-150.82,5.45,14.33,-11.73,-6.57,1,-1.11,,-3,-2.26,-3.01,,-8.17,-24.28,,-65.84,-27.77,,-75.31,0,,,-6.05,-3.86,-10.47,99,101.11,-1.89,0.78,-0.42,0,102.85,0.70,0,0.72,0.13,4.46,50.66,2.42,4.33,4.45,0,-61.63,601.88,0,0,0,"62,750.65","-1,884",,636.59,"2,468.71",3.14,0,-694.33,63.21,30.66,171.78,43.83,36.79,10.94,89.06,102.63,336.38,198.94,77.55,53.77,6.55,0,127.95,0,134.25,180.35,95.31,814.20,745.12,88.46,69.08,0,-18.30,65.21,596.15,-1.05,-2.86,0.33,0.03,23.84,12.89,29.22,-4.70,-6.42,-4.18,-1.56,-1.42,2.72,3.49,21.94,25.10,3.11,17.26,21.14,4.19,6.02,13.85,26.36,20.08,0,0,11.70,31.20,7.76,34.52,1.86,0.12,0.03,"-15,117",-130.32,"10,671.34",,-320.19,81.38,0,0,0,-3.27,-34.96,0,-1.22,0,0,0,"-15,117","-37,142","9,440","9,625","1,152",58,"1,750",-130.32,-3.27,0,-1.22,116,0,0,7.88,2.79,30.55,10.84,0.31,0.11,"440,595.49","-11,947",-0.97,-0.91,-605.62,0
(주)TCC스틸,002710,2019/12,9.09,-5.24,-22.38,,-73.61,8.21,-0.86,-3.41,-9.60,-0.72,6.36,-2.70,10.71,7.96,3.73,,0.59,5.35,4.70,,0.74,12.93,,2.04,56.65,,8.93,70.12,,,2.10,7.26,1.14,92.04,96.27,-1.85,1.08,0.26,0,98.17,1.59,0.09,1.07,1.53,16.12,200.08,2.14,4.14,4.36,100,6.27,71.91,2.86,0.66,32.07,"15,187.84",94,,-11.25,"4,207.54",354.62,0,566.50,45.10,55.29,82.14,20.16,54.90,36.08,63.92,436.39,152.19,126.45,79.70,35.63,5.83,0,49.35,0,156.60,98.11,31.51,177.19,156.83,95.56,20.36,0,-11.48,48.22,133.65,2.34,2.74,29.32,3.55,36.91,42.42,50.98,3.97,5.26,2.54,2.02,3.46,1.26,1.95,3.47,15.19,1.98,13.69,26.66,2.71,5.62,5.23,69.74,10.03,11.26,397.35,9.12,40.01,2.36,7.51,1.40,1.50,0.01,"21,385.98",77.77,"1,233.94",,7.26,19.76,0,0,0,7.91,47.93,136.45,6.30,25.42,74.58,9.33,"21,385.98","6,372.99","5,435.35","3,661.18",381.57,308.32,"5,226.57",77.77,7.91,136.45,6.30,275,34.42,21.21,0.73,0.45,0,0,0.20,0.12,"183,982.71","17,883.68",5.27,3.31,800.43,10.29
(주)갑을,009840,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)강원랜드,035250,2019/12,4.21,6.79,15.61,,12.88,217.54,3.68,5.68,16.64,-0.90,3.55,6.65,-16.22,51.61,33.13,,22.11,12.60,11.60,,7.75,13.76,,9.19,469.97,,313.74,31.80,,,6.79,15.38,10.27,48.39,66.87,-0.85,-2.74,0,1.10,69.55,4.60,0.20,-3.72,6.40,5.77,67.55,-6.11,2.74,5.47,100,8.46,101.80,170.58,4.91,54.37,"7,093.62","1,655",,"1,911.72","16,511.70","3,538.86",0,"2,349.84",42.11,0.19,72.75,42.03,57.89,83.82,16.18,"3,476.14",69.06,67.83,287.22,286.66,3.16,0,214.45,0.30,201.85,733.55,106.24,19.31,17.49,3.26,1.82,5.54,27.45,1.50,1.79,276.34,"999,999,999",85.33,35.39,119.20,166.32,219.97,53.97,583.10,8.74,25.54,0,0.35,0.46,0.42,14.19,2.23,409.09,0.89,0.84,0.84,635.66,0.57,"2,046.41",922.09,0,173.28,2.11,0.60,1.14,0.62,0,0.56,"575,999.89",111.91,294.85,,65.20,10.01,0,0,0,12.98,43.72,307.26,37.95,8.94,91.06,58.27,"575,999.89","489,880.54","51,496.77","-41,595.99","2,347.52","2,245.26","71,625.79",111.91,12.98,307.26,37.95,"5,147",22.02,17.63,2.09,1.67,18.07,14.46,4.87,3.90,"6,339,967","574,351.05",37.85,315.71,"2,684.63",11.04
(주)갤럭시아에스엠,011420,2019/12,103.49,-4.70,0,,0,0,-18.65,30.42,0,9.01,-23.26,19.64,-23.34,6.25,-2.70,,-4.79,-2.05,-2.52,,-4.47,-3.20,,-5.66,-5.64,,-9.98,0,,,-4.77,-4.10,-7.26,93.75,102.70,-2.04,-0.33,-0.04,0,104.67,3.65,0.14,-0.31,6.50,71.10,85.97,-1.46,25.38,50.77,0,-123.88,47.25,0,0,0,"1,042.94",-50,,29.95,743.03,58.25,0,-28.19,48.31,0,93.48,48.31,51.69,77.19,22.81,158.25,66.96,66.56,216.18,216.18,55.67,0,0,0,261.96,0,0,29.56,28.95,87.87,0.60,1.79,25.97,0.71,0.92,-15.22,"999,999,999",28.41,0.58,48.66,58.50,66.06,-14.08,-451.18,-3.21,-3.16,0,0.93,1.52,1.18,2.09,4.43,18.86,19.35,2.06,2.06,0,0,0,0,0,8.19,44.54,1.71,75.26,1.41,0,0.04,"1,820.27",15.04,237.46,,-11.37,9.21,0,0,0,6.45,355.53,0,6.34,61.23,38.77,-75.56,"1,820.27","-1,361.70","1,114.62",-94.51,134.33,42.69,"1,984.84",15.04,6.45,0,6.34,121,0,0,4.85,1.92,120.21,47.75,3.45,1.37,"33,516.22","1,208.18",4.20,23.68,43.85,27.74
(주)건영,012720,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)경농,002100,2019/12,-5.44,11.59,-22.60,,-26.54,10.94,2.05,3.51,-11.27,3.43,-1.39,0.07,1.35,37.47,7.76,,4.67,4.13,4.04,,2.43,6.22,,3.74,108.34,,65.11,35.31,,,3.14,5.53,3.32,62.53,92.24,-1,1.37,0.12,3.41,93.46,11.99,0.46,1.42,3.42,14.43,241.63,2.03,4.40,4.69,0,31.24,100.09,36.24,2.06,55.65,"6,976.94",395,,202.48,"8,437.04","1,712.08",4.42,541.69,46.67,73.21,87.51,12.50,53.33,64.23,35.77,"1,760.05",83.03,73.21,171.90,46.05,6.38,0,15.73,175.03,67.66,26.57,23.25,55.69,42.27,68.34,13.42,44.16,19.52,17.89,27.85,5.02,5.94,62.48,17.12,86.89,105.47,143.54,4.24,8.48,1.52,2.98,5.67,0.52,0.71,0.80,13.95,1.48,6.89,52.94,1.15,4.33,1.57,232.82,2.54,8.49,199.43,9.40,38.84,0.95,2.29,0.70,0.25,0,"35,766.19",98.80,418.07,,19.51,48.47,0,0,0,12.03,56.17,"1,921.29",23.63,49.06,50.94,19.74,"35,766.19","10,238.68","17,545.23","2,073.18",229.79,678.33,"5,000.99",98.80,12.03,"1,921.29",23.63,362,74.80,30.72,2.89,1.19,120.26,49.39,3.49,1.43,"290,526.49","16,751.26",11.07,7.16,772.24,17.34
(주)경동나비엔,009450,2019/12,5.20,2.22,33.63,,-10.27,-11.52,5.91,6.04,8.80,8.76,7.12,-2.50,-4.10,26.89,5.98,,3.12,8.72,8.69,,4.54,15.84,,8.27,307.73,,160.71,46.56,,,4.92,9.95,5.19,73.11,94.02,-0.40,0.26,1.11,2.74,94.51,5.86,0.28,0.27,2.62,12.28,50.19,0.84,4.49,3.93,0,7.08,95.87,29.73,1.49,18.50,"51,447.76","1,622",,"2,994.36","18,996.57","1,903.30",1.53,"3,077.27",46.38,30.97,86.50,32.02,53.62,55.15,44.85,"1,998.19",97.23,89.08,116.51,80.43,1.88,0,206.05,218.49,169.43,357.74,121.61,81.34,72.18,73.78,9.15,76.78,6.57,8.92,16.17,21.23,22.45,52.53,19.03,32.31,36.51,61.52,6.90,34.73,3.10,2.18,22.99,1.45,1.66,2.65,51.45,3.22,8.73,41.82,3.09,4.64,9.28,39.33,15.33,34.49,0,5.15,70.88,2.74,4.05,1.64,0.18,0.01,"94,142.53",80.67,561.63,,17.54,31.64,0,0,0,20.39,58.72,447.67,14.36,39.22,60.78,21.75,"94,142.53","36,572.74","36,918.13","1,704.91",691.49,"1,738.22","16,517.03",80.67,20.39,447.67,14.36,"1,167",38.70,20.22,3.27,1.71,20.77,10.85,1.21,0.63,"630,789.47","55,719.92",8.50,30.17,"4,373.79",11.32
(주)경동도시가스,267290,2019/12,1.65,-11.15,-35.66,,-28.33,2.60,5.94,-11.45,-11.54,0.36,6.24,-11.77,-1.40,7.81,1.95,,1.71,4.08,3.63,,3.20,8.43,,7.42,208.67,,183.60,25.11,,,2.88,3.67,3.23,92.19,98.05,0.28,-0.17,0,0,97.78,2.29,0.06,-0.17,1.82,7.47,0,-0.56,3.64,4.78,0,7.92,95.69,34.97,1.53,21.16,"301,430.41","4,135",,"7,123.69","68,577.41","2,192.49",0,"5,868.30",52.51,0.34,110.55,52.33,47.49,45.18,54.82,"2,291.29",105.12,83.20,122.35,121.93,24.82,0,"15,108.52",1.86,73.63,"86,344.16","20,520.12",121.34,94.99,10.22,26.35,124.13,9.59,3.52,7.80,28.89,"999,999,999",43.23,21.92,29.33,24.23,51.91,18.78,292.26,10.30,5.41,0,1.87,1.88,4.33,107.18,3.28,4.72,77.30,3.41,3.42,"1,080.02",0.34,"6,229.85",0,0,6.32,57.79,4.13,4.40,1.86,0,0,"87,438.39",314.53,"5,114.63",,87.61,115.18,0,0,0,11.70,27.55,29.64,6.15,36.62,63.38,27.85,"87,438.39","31,661.09","32,019.60","-2,441.50",0,859.95,"25,339.26",314.53,11.70,29.64,6.15,278,7.67,3.93,0.58,0.30,5.56,2.85,0.13,0.07,"54,201.15","53,020.42",3.73,55.34,"11,240.13",1.02
(주)경동인베스트,012320,2019/12,-76.93,-0.20,0,,0,100.90,-0.68,15.82,-88,-7.69,-0.77,25.47,38.48,54.53,-1.11,,-10.62,0.39,-0.03,,-0.29,-0.03,,-0.30,-0.81,,-7.76,0,,,-0.71,-0.16,-1.57,45.47,101.11,-17.57,-15.31,0,6.71,116.14,22.06,0.25,-11.39,4.72,10.61,23.70,-15.92,7.57,15.14,100,5.94,184.29,9.55,0.37,0,"3,653.69",-404,,433.21,"129,852.80","2,573.56",0,-40.42,14.11,0.40,16.42,14.05,85.89,97.39,2.61,"2,607.24",88.20,88.06,573.42,571.15,1.89,0,477.97,0.48,0,0,0,2.68,2.53,27.89,0.15,1.29,11.65,0.09,0.09,-4.64,"999,999,999",96.13,25.74,517.27,"3,159.07",614.74,16.66,506.22,0.43,15.93,0,0.03,0.15,0.03,0.73,1.04,0,0,0.19,0.19,65.34,5.59,196.60,0,0,10.25,35.62,0.03,1.16,0.18,0.01,0.02,276.91,23.08,720.09,,-76.47,213.43,0,0,0,0.09,9.89,0,3.20,924.92,-824.92,-331.39,276.91,"-1,613.43","2,561.18","-1,322.94",75.46,28.63,548.02,23.08,0.09,0,3.20,12,0,0,0.38,0.24,114.72,71.10,13.60,8.43,"86,105.70",452.41,5.24,21.97,191.29,190.33
(주)경방,000050,2019/12,-69.74,153.86,-0.01,,-23.89,-60.76,1.58,-9.15,67.88,-43.94,-5.79,62.06,49.31,40.22,15.37,,8.77,3.37,3.09,,1.76,5.30,,3.02,284.27,,162.13,35.04,,,1.92,12.98,7.40,59.78,84.63,-2.55,0.79,-0.04,0.13,89.28,0.76,0.63,0.74,8.77,47.41,84.89,0.38,2.32,2.46,0,2.87,99.82,24.09,0.45,14.86,"9,248.58",831,,"2,380.81","26,848.60","5,385.78",0.01,"1,421.34",17.26,6.24,20.87,16.19,82.74,57.14,42.86,"5,403.79",144.78,93.60,148.68,139.40,1.76,0,174.25,19.05,144.44,322.45,120.63,75,20.32,37.33,54.68,552.74,5.65,18.56,32.48,6.99,17.32,56.95,53.86,61.52,435.98,114.61,8.52,19.68,3.65,18.68,19.56,0.20,0.84,0.34,18.50,0.48,15.39,23.72,1.63,1.93,10.24,35.65,23.07,19.64,292.24,9.50,38.43,0.23,1.82,0.90,0.23,0.02,"62,033.71",239.51,978.97,,85.81,7.99,0,0,0,4.79,103.60,"14,557.70",24.47,3.34,96.66,35.83,"62,033.71","32,508.83","2,069.38","1,992.44",0,"1,703.04","23,760.04",239.51,4.79,"14,557.70",24.47,259,15.48,11.29,0.47,0.34,5.27,3.84,1.36,0.99,"491,096.15","62,726.46",24.74,11.25,"2,288.01",7.83
(주)경보제약,214390,2019/12,15.19,-3.69,-64.13,,-59.70,16.48,0.10,-4.79,-24.40,9.78,22.61,-13.27,-0.08,21.24,3.23,,2.76,2.70,2.70,,2.30,4.15,,3.55,51.82,,44.22,29.48,,,2.86,2.77,2.36,78.76,96.77,0.41,0.67,0.55,0.58,96.43,9.53,0.27,0.69,6.68,15.51,122.57,1.60,2.30,2.62,0,62.57,92.10,20,1.60,45.23,"8,018.88",221,,990.01,"5,993.69","1,147.87",0.74,259.09,52.22,50.18,109.27,26.01,47.78,62.72,37.28,"1,247.87",76.19,73.79,148.16,73.81,5.45,0,80.59,154.39,328.30,116.52,24.55,59.43,56.19,96.61,3.24,11.99,16.97,23.73,37.83,4.77,6.40,57.70,11.48,66.02,53.81,119.14,12.71,19.97,4.74,5.88,4.79,0.83,0.86,1.29,16.04,2.38,12.65,28.86,1.51,2.79,3.31,110.25,4.96,11.45,270.17,3.37,108.31,1.86,2.33,0.94,0,0.01,"39,542.57",80.05,388.07,,10.70,36.40,0,0,0,16.63,46.51,206.01,20.63,45.47,54.53,13.37,"39,542.57","6,982.15","17,979.37","1,292.76",186.41,512.72,"12,589.16",80.05,16.63,206.01,20.63,494,52.24,33.20,1.93,1.22,11.67,7.41,1.44,0.92,"247,124.16","18,783.23",9.80,14.47,785.68,13.16
(주)경인양행,012610,2019/12,31.81,4.51,18.38,,-35.34,17.28,1.44,10.14,-0.68,-0.32,15.97,10.50,10.59,23.23,5.78,,1.96,4.28,3.91,,1.32,7.10,,2.40,69.85,,23.64,-4.02,,,1.88,5.10,1.73,76.77,94.22,-4.25,0.83,0.04,0,98.56,8.84,0.33,0.79,3.14,16.37,196.47,1.24,2.37,2.72,0,65.40,88.91,9.98,1.01,42.40,"6,070.97",118,,-55.01,"4,823.61",887.62,0,350.93,45.30,58.52,82.81,18.79,54.70,52.77,47.23,986.05,103.66,91.94,111.83,46.39,8.42,0,47.56,553.08,339.60,109.34,14.01,89.50,76.76,82.98,12.74,140.28,4.79,37.57,71.19,4.18,2.85,47.50,8.88,68.87,79.14,116.25,-0.36,-0.46,-0.17,-0.27,6.98,0.68,0.88,1.23,12.08,1.50,15.81,23.08,1.45,3.26,2.62,139.26,6.10,6.83,23.52,4.99,73.11,1.26,2.33,0.79,0,0.01,"37,357.10",60.55,397.48,,7.78,36.74,0,0,0,9.80,41.05,237.20,15.23,60.68,39.32,12.84,"37,357.10","3,754.64","22,669.63","2,031.41",0,857.87,"8,043.56",60.55,9.80,237.20,15.23,617,85.88,46.23,2.11,1.14,0,0,1.68,0.90,"444,318.67","22,219.94",9.06,6.55,550.05,20
(주)고제,002540,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)고합,004460,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)광명전기,017040,2019/12,-2.28,28.66,146.15,,103.31,-29.34,7.04,28.94,23.06,1.04,-1.18,27.61,0.32,10.75,5.85,,5.18,5.82,5.52,,4.89,8.03,,7.10,33.75,,29.86,12.14,,,4.83,7.87,6.96,89.25,94.15,-0.08,-0.06,0.89,0.04,94.37,3.18,0.12,-0.06,1.29,9.54,118.31,-0.19,2.20,2.21,100,55.57,78.15,3,0.69,10.05,"2,884.54",149,,544.89,"2,080.03",334.66,0,168.75,54.89,10.02,121.68,49.39,45.11,66.99,33.01,434.66,67.34,63.67,188.33,169.46,37.61,0,207.65,21.37,149.88,537.13,138.54,49.27,43.51,99.78,5.76,15,25.74,10.38,15.49,22.79,"999,999,999",51.58,3.35,54.86,51.04,81.14,21.11,67.17,6.97,7.84,0,0.94,1.34,1.37,5.77,3.03,12.59,28.99,1.82,2.11,13.39,27.27,60.25,140.55,20.47,7.94,45.95,1.96,5.95,1.20,0.11,0.02,"12,684.34",65.38,644.38,,33.35,19.81,0,0,0,9.02,62.31,763.93,10.15,30.30,69.70,51.01,"12,684.34","7,213.29","3,843.80",-76.48,0,150.79,"1,552.94",65.38,9.02,763.93,10.15,194,22.81,11.52,1.64,0.83,6.25,3.16,1.18,0.60,"84,368.63","8,866.02",7.09,27.63,204.58,9.52
(주)광주신세계,037710,2019/12,136.68,33.10,10.05,,5.71,6.45,6.53,14.54,94.37,-48.82,4.94,123.82,29.65,88.01,35.58,,30.78,9.07,7.61,,6.58,8.60,,7.44,688.78,,595.86,28.30,,,5.16,7.72,6.68,11.99,64.42,5.93,-6.67,0,1.04,61.52,12.05,2.15,-10.05,18.04,14.71,26.89,-12.38,446.59,893.19,0,7.12,99.02,69.63,0.84,11.68,"96,799.68","29,953",,"46,462.86","408,988.49","8,184.16",0,"34,439.15",13.71,2.71,15.89,13.34,86.29,87.87,12.13,"8,264.87",98.20,95.94,136.34,132.65,57.62,0,283.73,10.15,503.24,289.51,56.38,13.80,11.44,89.01,2.35,56.62,3.65,0.01,0.01,193.26,"999,999,999",87.02,81.84,58.32,409.34,473.95,70.26,"100,408.13",8.52,41.39,0,0.21,0.22,0.24,19.36,1.86,51.17,7.13,1.71,1.77,57.24,6.38,58.47,"927,422.13",0,17.86,20.44,0.24,0.85,0.94,0.04,0.05,"87,589.12",503.39,890.11,,273.96,71.14,0,0,0,11.64,34.45,0,56.55,14.13,85.87,54.42,"87,589.12","64,282.34","12,379.14","-10,326.68",517.12,"2,204.51","18,532.70",503.39,11.64,0,56.55,174,7,5.22,0.51,0.38,4.49,3.35,2.15,1.61,"203,019.11","73,635.34",47.54,258.26,"46,022.09",2.76
(주)국동,005320,2019/12,-2.57,16.73,0,,0,-5.41,30.14,-15.08,-109.46,-5.88,24.50,-9.77,16.40,14.56,-8.21,,-6.02,-10.48,-10.74,,-7.87,-19.85,,-14.55,-92.28,,-67.64,0,,,-6.52,-14.74,-10.80,85.44,108.21,0.82,1.04,1.01,0,107.10,4.45,0.20,0.93,0.25,94.44,496.11,2.95,4.04,4.39,0,9.09,73,0,0,0,"5,509.70",-325,,454.15,"2,576.75",294.91,0,-452.27,56.62,20.55,130.52,44.98,43.38,56.11,43.89,393.89,77.31,59.23,211.56,168.08,6.87,0,125.37,38.98,0,605.68,0,78.21,47.69,53.14,30.52,57.35,29.86,36.54,65.11,-6.67,-6.14,42.01,2.95,43.82,32.61,58.63,6.56,7.88,2.88,2.40,-7.93,1.31,1.80,2.42,11.24,2.85,0,0,2.28,2.96,10.02,36.42,48.12,0,0,5.37,67.97,3.07,875.91,1.39,0.06,0.01,-853.46,-10.67,"1,452.25",,-87.37,72.09,0,0,0,-0.88,-651.94,0,-0.73,0,0,0,-853.46,"-8,585.43","5,767.58","1,202.74",176.90,261.14,323.61,-10.67,-0.88,0,-0.73,80,0,0,1.28,0.43,7.26,2.42,0.60,0.20,"65,705.26","-9,213.20",-7.93,-6.44,-436.93,0
(주)국보,001140,2019/12,-56.81,198.89,0,,0,-4.47,137.23,-12.90,-244.73,10.57,18.13,-21.23,-2.29,3.08,-2.61,,-18.71,-1.34,-2.53,,-18.12,-7.80,,-55.88,-14.92,,-106.98,0,,,-15.87,-3.32,-23.79,96.92,102.61,-21.56,2.32,0.03,0,122.89,4.49,0.24,1.79,3.07,15.27,92.59,3.33,8.14,11.06,0,-78.12,57.50,0,0,0,"34,652.52",-559,,"-3,790.27","13,034.89",129.21,0,-904.66,46.31,0.98,86.26,45.86,53.69,36.71,63.29,229.21,146.25,105.36,94.44,93.51,7.22,0,"2,256.37",0,83.62,0,"2,698.45",172.41,133.60,70.07,38.82,0,-2.73,33.96,92.50,-0.74,-9.41,20.69,1.29,39.67,63.62,96.17,-13.02,-24.27,-8.24,-10.58,-1.12,0.97,1.27,2.99,5.72,1.43,6.28,58.09,2.52,2.56,168.13,2.17,0,0,0,6.62,55.11,1.57,4.93,1.05,0.01,0,"-6,677.07",-49.10,428.65,,-80.22,24.97,0,0,0,-8.92,-93.55,"-74,189,651.89",-11.45,0,0,0,"-6,677.07","-14,092.52","3,396.10","1,353.96",162.30,179.45,"2,323.64",-49.10,-8.92,"-74,189,651.89",-11.45,136,0,0,2.31,0.14,0,0,0.87,0.05,"81,264.54",801.72,1.38,0.39,476.56,101.36
(주)금양,001570,2019/12,20.65,28.66,-19.10,,0,17.20,-28.83,-10.39,-119.78,-7.69,2.44,-2.92,8.21,14.32,3.88,,-9.38,3.25,3.22,,-7.79,12.52,,-30.29,24.16,,-58.45,0,,,-5.66,6.02,-14.55,85.68,96.12,-15.95,2.57,-0.09,0,111.84,3.89,0,2.25,0.71,13.76,91.35,2.87,3.99,4.40,0,-32.08,3.35,0,0,0,"3,085.60",-327,,-184.23,794.67,72.42,1.22,119.68,36.06,16.94,56.40,29.95,63.94,20.36,79.64,158.94,314.05,238.61,49.26,40.92,30.85,0,276.95,0,695.90,497.34,39.80,391.17,359.55,89.65,31.62,0,-37.14,51.72,254.01,1.49,-3.70,9.28,0.72,40.53,79.92,70.93,-3.16,-4.86,-2.51,-3.18,1.51,0.83,1.55,3.23,6.23,1.12,19.47,18.75,2.47,3,13.97,26.13,24.89,71.94,0,4.82,75.68,1.25,4.80,0.80,0,0.01,"-5,739.26",-59.78,"1,415.78",,-132.84,62.81,0,0,0,-3.34,-20.17,-113.71,-4.22,0,0,0,"-5,739.26","-16,405.75","6,030.11","3,487.23",45.11,0,"1,104.04",-59.78,-3.34,-113.71,-4.22,96,0,0,3.65,2.41,0,0,0.94,0.62,"175,504.03","6,375.79",4.69,1.80,144.75,27.53
(주)금호에이치티,214330,2019/12,2.99,32.36,-39.71,,-74.73,0,37.92,17.16,12.10,2.54,43.17,14.26,-10.11,5.38,2.04,,0.81,1.97,1.66,,0.66,2.91,,1.15,45.95,,18.20,18.36,,,4.50,2.17,0.86,94.62,97.96,-1.23,4.72,0.42,0.02,99.23,1.68,0.18,4.55,2.81,21.21,173.47,8.98,11.40,13.87,0,2.36,87.94,0,0,0,"10,244.38",81,,559.54,"8,351.78","1,431.39",0,209.31,58.42,17.39,140.50,48.26,41.58,57.45,42.55,"1,531.39",72.38,66.40,156.30,129.11,33.35,0,190.04,48.29,278.37,475.68,68.27,74.07,65.06,80.93,9.01,24.59,21.04,31.51,54.85,0.40,1.17,53.70,14.31,72.77,50.11,104.75,11.60,15.66,4.93,7,0.43,0.81,1.06,1.42,22.49,1.90,10.12,36.07,1.37,1.71,6.94,52.63,17.75,17.91,39.82,3.62,100.77,2,4.84,0.86,2.28,0.01,"22,989.25",43.79,422.35,,3.42,7.35,0,0,0,7.31,49.59,368.22,10.37,16.79,83.21,7.81,"22,989.25","1,795.66","3,859.93","10,463.72",1.25,402.76,"6,465.94",43.79,7.31,368.22,10.37,525,98.53,41.79,0.98,0.41,14.60,6.19,0.80,0.34,"175,313.06","10,996.31",4.96,0.97,508.04,15.94
(주)기린,006070,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
