회사명,거래소코드,회계년도,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수,PER(Price earnings ratio)(최고),PER(Price earnings ratio)(최저),PBR(Price book-value ratio)(최고),PBR(Price book-value ratio)(최저),PCR(Price cash-flow ratio)(최고),PCR(Price cash-flow ratio)(최저),PSR(Price sales ratio)(최고),PSR(Price sales ratio)(최저),기업가치(EV)(백만원),EBITDA(백만원),EBITDA/매출액(%),EBITDA/금융비용(배),EBITDA/평균발행주식수(백만원),EV/EBITDA(배)
(주)쎌마테라퓨틱스,015540,2019/12,-52.88,-1.93,0,,0,-14.21,-9.78,-34.98,0,-37.93,-47.24,4.76,80.76,0.06,-166.26,,-329.57,-70.05,-71.69,,-142.10,-371.18,,-735.75,-335.85,,-665.73,0,,,-121.66,-99.35,-196.93,99.94,266.26,-163.31,47.42,0,0,395.72,13.34,0.34,10.75,11.93,130.39,16.93,25.34,84.02,60.71,0,"-1,479.63",45.98,0,0,0,"1,271.19","-3,916",,"-1,002.90",522.20,-31.19,3.81,"-2,113.52",69.87,32.95,231.86,46.84,30.13,20.92,79.08,68.25,144.05,122.82,92.58,62.07,8.74,0,3.79,0,6.17,3.93,61.43,378.06,360.78,86.33,17.29,0,-5.60,30.01,143.45,-3.25,-5.95,-9.56,-0.31,143.32,88.61,158.37,-62.34,-164.28,-49.30,-100.14,-3.51,0.43,0.60,2.23,2.02,0.53,2.44,149.87,0.70,1.08,1.97,184.85,2.05,0,0,48.46,7.53,1.13,8.80,0.31,0.02,0.02,"-10,604.82",-294.58,208.31,,-686.54,122.60,0,0,0,-69.61,"-2,145.05","-463,497.17",-141.41,0,0,0,"-10,604.82","-24,715.29","4,413.43","3,556.06","2,083.32",111.13,"3,946.53",-294.58,-69.61,"-463,497.17",-141.41,36,0,0,19.15,10,0,0,7.87,4.11,"44,035.14","-8,521.98",-113.64,-2.22,"-1,444.55",0
(주)씨아이테크,004920,2019/12,-83.74,-15.07,0,,0,41.93,28.10,28.78,0,0,38.46,28.78,6.82,24.34,-10.46,,-17.61,-1.06,-5.02,,-8.45,-6.82,,-11.49,-6.04,,-10.17,0,,,-11.50,-12.92,-21.75,75.66,110.46,-7.15,-6.34,0.02,0.19,116.13,14.31,0.38,-5,5.86,32.21,268.97,-11.53,8.94,7.12,0,-118.50,-28.42,0,0,0,288.92,-53,,24.24,487.63,4.34,3.97,-30.21,17.82,26.27,21.68,13.14,82.18,74.55,25.45,99.50,110.24,96.40,120.80,89.07,27.84,0,115.07,152.57,263.74,736.16,43.63,34.14,19.79,103.75,14.35,348.75,3.07,9.46,12.69,-5.49,"999,999,999",3.25,0.04,44.81,163.46,54.55,-1.73,-4.66,-0.44,-1.02,0,0.48,1.24,0.65,0.58,1.82,18.67,19.55,2.23,2.81,10.85,33.63,62.73,15.43,87.67,6.83,53.43,0.61,3.64,1.20,0,0.01,520.08,8.13,244.73,,-43.09,44.40,0,0,0,1.44,43.19,112.49,3.32,546.33,-446.33,-530.30,520.08,"-2,758.01","2,841.38",-992.65,190.68,75.21,"1,163.47",8.13,1.44,112.49,3.32,64,0,0,1.29,0.83,26.03,16.75,2.18,1.41,"26,457.29",-474.32,-3.03,-1.59,-8.75,0
(주)씨앤상선,000790,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)씨앤우방,013200,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)씨앤중공업,008400,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)씨크롭,016970,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아모레퍼시픽,090430,2019/12,-1.04,26.87,18.32,,19.89,9.12,3.27,6.62,20.02,-2.32,-0.48,9.15,6.38,70.22,11.25,,8.41,9.40,9.15,,6.84,10.23,,7.65,"1,276.43",,954.26,32.47,,,6.66,11.19,8.36,29.78,88.75,0.70,-0.22,0.16,7.66,88.29,11.18,0.56,-0.24,6.17,11.50,44.30,-1.69,7.02,14.04,0,36.61,101.53,198.66,1.57,20.82,"56,708.76","4,795",,"6,830.81","59,648.73","12,873.23",2.50,"6,382.15",27.54,20.16,38.01,21.99,72.46,88.39,11.61,"12,679.42",81.98,78.97,334.30,266.92,32,0,141.66,28.76,551.15,197.87,25.70,13.14,9.32,46.59,3.82,17.48,19.30,1.05,1.19,120.45,"999,999,999",89.74,128.73,31.14,91.87,105.44,84.52,932.60,9.81,12.41,0,0.81,0.99,0.91,113.42,7.70,57.16,6.39,3.21,4.10,14.86,24.55,21.11,77.77,0,11.80,30.93,1.09,1.63,2.46,0,0.02,"1,090,887.18",181.12,649.81,,54.67,65.44,0,0,0,22.04,46.45,434.20,27.87,36.13,63.87,30.19,"1,090,887.18","467,843.36","394,143","-8,606.19",0,"19,780","217,727",181.12,22.04,434.20,27.87,"6,023",50.41,24.73,4.03,1.98,35.21,17.27,4.24,2.08,"12,251,453.82","658,199.61",16.82,179.99,"9,536.87",18.61
(주)아모레퍼시픽그룹,002790,2019/12,23.17,76.86,179.17,,139.28,0,16.10,109.58,126.78,-6.56,2.14,124.28,6.25,0,81.38,,76.99,6.90,6.58,,6.23,6.76,,6.40,270.59,,255.99,1.02,,,5.96,26.93,25.48,0,18.62,-4.16,-3.27,0.02,0,28.05,33.06,1.88,-10.86,3.59,17.85,7.98,-10.12,88.10,176.20,0,22.84,107.34,64.04,1.55,25.98,"1,728.89","1,273",,"1,469.20","22,010.90","4,436.75",0,"1,406.91",27.92,0,38.73,27.92,72.08,97.50,2.50,"4,141.56",73.93,72.66,"3,504.53","3,504.53",61.43,0,0,0,0,0,0,2.56,0.82,36.54,1.74,6.27,27.12,0.06,0.06,124.01,"999,999,999",104.45,44.37,289.84,946.06,384.65,175.88,"7,816.69",4.39,58.22,0,0.08,0.33,0.08,3.33,3.10,0,0,0.35,0.35,0,0,0,0,0,81.65,4.47,0.11,9.36,0.34,0.01,0.22,"131,479.88","1,153.33","1,348.26",,"1,037.96",134.15,0,0,0,6.45,725.01,0,85.54,11.63,88.37,90,"131,479.88","118,679.02","15,293","-5,024.14",0,869,"1,663","1,153.33",6.45,0,85.54,114,66.12,38.17,4,2.31,59.90,34.58,50.90,29.38,"7,067,124.15","126,740.14",82.46,125.66,"1,425.62",55.76
(주)아이넥스테크놀로지,008440,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)아이마켓코리아,122900,2019/12,181.66,-1.13,37.22,,-3.52,-77.89,-3.29,-1.01,12.89,-0.23,13.27,-0.79,11.37,4.09,1.36,,0.78,5.87,4.01,,2.31,8.06,,4.65,166.51,,96.16,39.53,,,0.58,4.90,2.83,95.91,98.64,-0.08,-0.59,0.09,0.01,98.74,1.56,0.02,-0.59,0.37,24.99,28.01,-3.45,2.68,5.35,0,5.35,106.95,107.60,5.30,111.89,"61,934.64",525,,"2,596.06","9,492.98","2,178.06",0.01,841.59,76.15,3.41,319.32,73.56,23.85,48.43,51.57,"2,031.76",49.24,45.15,161.39,155.89,14.42,0,"1,326.20",8.96,79.82,"1,333.19","1,661.44",106.48,97.43,19.18,9.05,15.14,28.97,4.90,10.11,30.31,"999,999,999",51.92,21.78,26.22,7.69,28.19,14.20,149.56,7.32,2.51,0,2.95,3.61,5.93,122.54,5.87,6.59,55.37,3.81,4.21,40.74,8.96,43.04,0,0,8.58,42.54,13.01,108.59,2.35,0.02,0,"61,785.78",139.79,"5,036.51",,39.52,78.73,0,0,0,8.11,206.34,752.62,2.78,56.32,43.68,28.27,"61,785.78","28,467.89","34,799.95","-13,077.71","3,007.47",421.28,"8,166.91",139.79,8.11,752.62,2.78,442,27.26,13.48,1.40,0.69,5.10,2.52,0.21,0.11,"327,405.05","38,416.53",1.73,38.49,"1,068.81",8.52
(주)아이에이치큐,003560,2019/12,199.89,27.76,0,,0,-14.94,-34.43,-7.19,-121.04,6.87,-56.23,-13.15,2.82,0,-8.05,,-77.02,-3.18,-3.77,,-36.09,-4.34,,-41.48,-10.29,,-98.50,0,,,-36.53,-4.42,-42.29,0,108.05,-65.39,-0.94,-0.03,9.93,172.19,7.77,0,-0.53,28.51,40.55,18.60,-3.38,4,8,0,-17.95,49.52,0,0,0,639.41,-501,,270.87,669.23,98.35,0,-51.47,58.07,0.30,138.48,57.89,41.93,83.13,16.87,188.08,50.44,47.14,525.60,524.03,38.38,0,"7,611.38",0.37,834.81,0,911.75,20.29,13.29,28.90,7,12.38,47.02,4.74,5.70,-24.01,"999,999,999",43.47,0.98,91.57,121.83,164.24,139.40,496.35,23.52,41.60,0,0.47,0.55,0.54,1.28,3.61,71.53,5.10,1.09,1.10,299.79,1.22,0,0,0,4.01,90.99,0.82,13.58,0.89,0,0.01,"-9,601.63",-38.56,375.52,,-289.23,51.09,0,0,0,-5.80,-92.98,-506.24,-10.27,0,0,0,"-9,601.63","-68,666.47","12,720.46",-875.19,525.17,0,"46,694.40",-38.56,-5.80,-506.24,-10.27,249,0,0,3.93,2.26,9.71,5.59,4.11,2.37,"226,149.98","39,167.74",41.89,124.95,267.84,5.77
(주)알루코,001780,2019/12,-2.38,-8.22,-45.55,,-93.26,14.18,2.06,-3,-54.92,-1.75,7.06,-1.27,59.84,6.50,0.12,,0.43,0.89,0.07,,0.24,0.11,,0.42,0.70,,2.56,8.97,,,0.66,0.11,0.40,93.50,99.88,0.35,0.74,0.92,0,99.55,2.23,0,0.71,3.51,18.90,287.66,0.97,3.96,3.89,0,45.15,83.97,0,0,0,"2,996.41",13,,17.06,"3,038.75",512.55,0,3.49,38.48,16.25,62.54,32.23,61.52,57.49,42.51,612.55,107.01,88.89,124.99,104.68,11.22,0,193.67,81.26,731.85,479.92,26.46,73.94,53.55,77.98,20.39,152.42,7.69,31.19,54.25,0.05,1.63,48.11,5.13,71.47,105.78,102.72,5.72,7.80,2.43,4.33,0.16,0.56,0.94,0.99,5.99,1.31,20.64,17.69,1.40,1.64,9.59,38.05,22.19,65.14,24.32,4.58,79.69,0.95,2.83,0.77,0,0.01,"16,240.30",58,797.96,,3.40,18.53,0,0,0,4.09,21.72,546.84,7.27,31.94,68.06,5.87,"16,240.30","1,046.92","5,187.96","1,651.68",206.94,0,"8,146.80",58,4.09,546.84,7.27,280,254.27,154.91,1.07,0.65,190.54,116.08,1.08,0.66,"311,298.81","8,406.78",3.76,1.71,112.74,37.03
(주)알앤엘바이오,003190,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에넥스,011090,2019/12,-6.46,-21.97,0,,0,-36.01,-8.27,-18.22,-9.77,-22.45,-0.12,5.45,10.07,8.48,-0.46,,-1.11,-1.06,-1.18,,-2.82,-3,,-7.17,-5.59,,-13.37,0,,,-2.40,-1.34,-3.21,91.52,100.46,-0.54,0.17,0,0.40,101,3.50,0.16,0.16,1.43,24.71,143.58,0.70,4.49,5.02,0,-6.74,54,0,0,0,"6,025.70",-73,,-7.97,865.07,94.80,0,-27.95,62.32,22.27,165.38,48.44,37.68,40.93,59.07,178.45,92.07,74.96,125.31,97.40,9.36,0,298.66,110.27,124.25,330.89,240.38,144.33,121.51,86.36,22.83,74.22,12.59,13.10,32.01,-2.18,-5.04,21.74,0.95,25.72,13.64,31.67,-2.50,-11.26,-1.47,-0.53,-2.79,2.54,2.89,6.46,12.05,4.19,6.77,53.92,3.89,5.19,15.54,23.49,17.31,161.47,"3,074.95",6.14,59.49,7.33,20.26,2.15,0.07,0.03,"16,278.56",53.55,"1,189.12",,-13.20,42.26,0,0,0,12.45,95.62,229.93,4.50,78.92,21.08,-24.64,"16,278.56","-3,626.72","12,847.60",600.18,614,593.24,"5,250.27",53.55,12.45,229.93,4.50,304,0,0,2.17,1.06,0,0,0.31,0.15,"76,993.14","3,573.32",0.99,4.65,59.56,21.55
(주)에스비에스,034120,2019/12,-5.47,15.45,767.44,,118.43,-4.17,0,-13.98,7.65,-8.11,22.65,-6.40,12.68,16.98,0.80,,0.44,1.01,0.61,,0.33,1.07,,0.58,6.56,,3.59,82.31,,,0.56,0.77,0.42,83.02,99.20,-0.17,0.30,-0.02,0.02,99.39,3.75,1.81,0.30,3.25,11.02,173.85,0.53,1.95,2.47,0,0.52,86.53,2.91,0.47,80.93,"41,116.48",185,,"-1,855.73","30,211.77",531.06,0.41,327.89,44.88,0.46,81.43,44.67,55.12,52.11,47.89,614.39,105.77,77.62,154.80,154.09,0.86,0,"10,007.33",1.30,746.86,0,"1,339.91",91.90,55.64,43.01,36.26,118.93,15.89,29.85,57.29,0.96,3.07,45.04,5.31,60.04,71.73,108.76,2.02,3.24,0.97,1.38,2.63,0.76,0.96,1.34,8.22,1.75,25.91,14.09,1.67,1.67,330.34,1.10,0,0,0,3.78,96.63,1.39,2.55,1.09,0,0.01,"74,991.42",69.63,696.83,,3.04,26.59,0,0,0,6.97,26.31,"3,772.29",9.99,38.19,61.81,4.37,"74,991.42","4,707.91","28,637.34","2,278.93",762.69,"13,829.55","24,775",69.63,6.97,"3,772.29",9.99,"1,077",161.15,85.17,0.96,0.51,0,0,0.70,0.37,"696,743.49","30,759.90",4.10,4.92,"1,685.24",22.65
(주)에스와이코퍼레이션,008080,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(주)에스원,012750,2019/12,2.46,10.55,-1.26,,39.52,-5.73,5.01,6.11,1.19,1.80,3.89,4.23,4.69,25.63,8.97,,6.65,11.57,11.20,,8.30,14.78,,10.95,"1,001.59",,742.18,24.13,,,7.97,11.35,8.41,74.37,91.03,-0.21,-0.26,-0.04,1.16,91.30,9.71,0,-0.29,8.23,16.02,67.67,-1.35,2.60,5.20,0,15.14,110.04,444.88,6.41,59.94,"55,799.33","4,171",,"7,255.87","20,919.14","7,660.46",0.59,"5,007.95",39.45,5.49,65.16,37.29,60.55,75.28,24.72,"6,940.70",80.42,76.08,193.22,182.61,24.58,0,353.73,11.38,121.20,0,291.86,32.83,27.12,43.03,5.71,22.57,19.03,1.49,1.98,280.37,"999,999,999",83.09,76.60,31.04,49.08,81.51,58.83,975.27,14.54,12.01,0,1.25,1.27,1.65,111.60,5.15,20.67,17.66,3.22,3.43,54.25,6.73,0,0,0,17.04,21.43,2.04,4.58,2.17,0.02,0.10,"534,586.63",79.22,314.22,,20.90,28.07,0,0,0,30.52,114.47,"4,919,357.95",25.21,35.44,64.56,26.38,"534,586.63","185,860.16","189,434.46","-5,567.84","4,415.31",0,"160,444.54",79.22,30.52,"4,919,357.95",25.21,"6,748",29.37,24.68,5.21,4.38,15.02,12.62,1.95,1.64,"3,416,779.08","350,742.43",16.54,516.75,"9,230.26",9.74
(주)에스제이엠,123700,2019/12,-3.58,3.64,0,,-21.21,-12.15,0.06,-2.96,40.44,-1.17,-4.78,-1.81,-1.65,8.56,-7.81,,2.73,0.86,-3.43,,1.20,-3.91,,1.37,-68.94,,24.12,20.81,,,-3.08,-4.75,1.66,91.44,107.81,10.98,-9.77,1.39,0,97.31,5.84,0.24,-8.52,2.55,12.95,149.64,-34.65,9.42,0.79,0,11.88,94.33,25,1.42,103.66,"4,412.35",121,,496.07,"8,582.97","1,663.79",3.59,-344.68,43.32,22.06,76.43,33.76,56.68,88.24,11.76,"1,763.79",64.23,61.84,519,404.49,6.32,0,180.03,27.33,403.24,316.86,44.65,13.32,9.46,0,3.86,9.75,34.97,0.02,0.02,"-1,738.11","999,999,999",83.24,16.64,96.40,131.60,165.99,29.92,"16,696.96",3.52,7.97,0,0.44,0.61,0.50,8.82,3.55,8.73,41.80,1.04,1.37,4.32,84.48,7.48,17.05,28.15,2.57,142.20,0.76,2,0.85,0,0.01,"2,272.06",6.74,204.32,,5.58,13.66,0,0,0,1.46,6.78,48.90,3.30,202.66,-102.66,82.82,"2,272.06","2,182.84","4,604.54","-6,724.24",0,193.18,"2,015.74",6.74,1.46,48.90,3.30,337,33.09,22.85,0.46,0.32,8.04,5.55,0.90,0.62,"55,688.56","-3,363.02",-4.88,"-1,086.74",-215.51,0
(주)에스제이엠홀딩스,025530,2019/12,30.75,-8.25,52.68,,43.36,0,2.78,13.61,24.02,0,3.98,13.61,10.47,0,68.71,,82.16,3.06,2.55,,3.05,2.79,,3.34,55.68,,66.59,-4.60,,,2.72,17.51,20.94,0,31.29,7.53,-8.87,0.13,0,34.65,45.17,5.72,-21.94,12.15,71.33,48.19,-3.76,2.49,2.44,100,36.53,101.72,31.76,1.57,47.70,405.21,367,,118.81,"9,949.96","2,004.27",0,278.41,13.59,0,15.72,13.59,86.41,91.53,8.47,"2,021.77",94.41,93.41,181.32,181.32,7.70,0,0,0,0,0,0,9.26,8.19,0,1.07,16.04,6.09,7.30,7.97,13.84,"999,999,999",90.74,20.04,386.99,"2,310.18",378.90,14.87,17.25,1.26,34.32,0,0.04,0.25,0.04,0.81,0.42,0,0,0.26,0.26,0,0,0,0,0,0,0,0.04,39.62,0.17,0,0,"5,618.76","1,123.75","1,210.29",,994.41,220.95,0,0,0,3.41,"3,246.55",0,92.85,19.66,80.34,88.49,"5,618.76","4,613.59","1,104.76",-536.69,0,139.89,297.21,"1,123.75",3.41,0,92.85,5,10.51,8.67,0.35,0.29,29.46,24.28,8.64,7.12,"58,624.63","4,455",73.62,14.83,298.31,13.16
(주)에스지세계물산,004060,2019/12,-2.26,-29.06,-28.03,,173.72,-25.76,6.82,-2.51,87.63,-9.78,7.06,8.07,4.08,28.48,1.70,,5.07,1.78,1.71,,5.10,2.58,,7.68,5.20,,15.51,1.18,,,5.62,2.35,7.01,71.52,98.30,3.43,0.52,-0.03,0.43,95.39,4.41,0,0.49,0.57,13.97,170.12,1.55,4.54,2.82,0,35.88,53.33,0,0,0,"1,529.44",78,,180.86,"1,042.24",108.71,0.71,26.02,52.20,42.93,109.19,29.79,47.80,74.93,25.07,208.71,63.79,63.03,216.06,123.30,12.64,0,43.45,79.92,189.81,66.62,22.89,33.45,32.24,99.56,1.21,3.23,28.04,14.22,18.97,2.89,10.92,39.03,1.09,57.26,42.09,61.77,14.83,26.15,3.72,3.39,3.29,1.01,1.38,1.51,3.06,3,23.38,15.61,1.75,3,4.18,87.39,8.02,8.72,0,9.05,40.35,2.38,7.15,1.20,0,0.01,"34,451.66",138.36,"1,243.36",,63.05,58.20,0,0,0,12.22,80.51,"44,290.88",11.13,42.06,57.94,45.57,"34,451.66","15,888.11","14,491.42","1,601.56",597.21,0,"1,873.36",138.36,12.22,"44,290.88",11.13,249,18.95,9.14,1.41,0.68,8.13,3.92,0.96,0.46,"204,481.72","7,139.67",2.31,3.92,35.27,28.64
(주)에스지충방,001380,2019/12,16.60,-2.81,25.52,,148.54,6.06,7.13,-12.94,13.94,-1.12,7.86,-11.95,-9.13,11.57,4.91,,6.88,2.69,2.44,,3.41,3.58,,5.01,18.78,,26.28,-69.26,,,3.66,7.63,10.68,88.43,95.09,-1.33,0.50,0.14,0,96.46,4.02,0.49,0.51,3.85,28.42,81.08,0.77,5.71,4.37,0,44.54,111.10,0,0,0,"1,910.04",134,,265.03,"2,712.46",442.95,0,93.88,23.15,17.24,30.13,19.16,76.85,68.73,31.27,542.71,111.81,99.45,101.85,84.29,27.03,0,190.36,946.97,114.24,560.26,166.63,45.49,33.07,77.28,12.42,"2,025.09",0.42,8.43,12.27,4.94,8.24,56.10,4.43,48.55,153.05,67.52,16.99,63,5.31,10.98,9.92,0.50,1.55,0.73,3.82,1.56,7.21,50.62,2.06,2.47,12.48,29.26,36.58,33.77,174.89,5.23,69.80,0.65,8.04,1.13,0.10,0.02,"10,537.01",119.74,975.95,,67.13,38.39,0,0,0,5.94,91.64,153.34,12.27,32.06,67.94,56.07,"10,537.01","3,080.12","3,378.35",425.30,11.45,410.13,"3,231.66",119.74,5.94,153.34,12.27,88,24.13,11.42,1.17,0.55,11.96,5.66,1.66,0.79,"81,419.07","7,452.71",8.68,8.73,165.75,10.92
(주)에스피씨삼립,005610,2019/12,110.77,22.13,14.79,,14.73,9.71,8.16,16.78,25.09,9.73,77.37,6.43,43.01,23.83,4.04,,2.74,6.21,6.18,,4.21,15.74,,10.70,111,,75.48,14.52,,,5,6.90,4.69,76.17,95.96,-0.82,0.52,-0.09,0.99,96.80,4.75,0,0.53,4.45,10.52,51.73,1.30,1.35,2.02,0,70.18,98.15,13.68,1.87,18.12,"137,540.18","4,018",,"8,537.42","34,621.54",749.80,0,"5,549.79",22.95,28.63,29.79,16.38,77.05,33.12,66.88,732.91,232.64,112.01,73.54,52.48,3.05,0,198.34,0,157.07,533.23,126.28,201.93,94.23,29.38,107.70,0,-8.26,49.24,148.68,7.54,7.21,33.88,7.50,16.79,48.46,73.39,10.85,14.73,7.25,5.84,7.81,1.53,1.71,3.90,27.51,2.52,15.40,23.70,5.96,8.52,19.79,18.44,79.43,57.25,296.84,10.06,36.27,2.06,2.46,2.44,0.07,0.03,"156,067.21",49.23,374.40,,10.27,17.27,0,0,0,16.35,25.15,118.49,13.15,35.07,64.93,20.87,"156,067.21","38,099.46","54,739.90","6,134.92","5,823.13",0,"51,269.81",49.23,16.35,118.49,13.15,"3,170",38.68,21.25,4.22,2.32,17.10,9.39,1.06,0.58,"1,215,900.17","99,158.96",8.35,15.62,"11,491.35",12.26
(주)에이블씨엔씨,078520,2019/12,-12.65,-42,0,,0,3.23,-5.58,3.77,12.39,4.14,104.78,-0.35,2.43,58.45,-0.88,,-3.58,-0.12,-0.74,,-3.03,-0.95,,-3.86,-20.76,,-84.73,0,,,-3.22,-0.98,-4.02,41.55,100.88,-3.71,-0.23,0.06,3.84,104.43,6.38,0,-0.21,7.69,82.46,33.16,-0.90,5.24,10.48,0,37.71,98.78,0,0,0,"11,838.31",-431,,585.55,"10,487.59","2,105.53",1,-103.81,34.59,34.94,52.88,22.50,65.41,72.92,27.08,"2,131.52",89.70,79.24,198.17,128.93,33.20,0,61.89,70.53,115.19,71.73,53.72,37.13,23.94,0,13.19,56.15,17.14,7.73,10.60,-1.75,"999,999,999",72.03,21.06,58.17,60.09,81.33,-9.27,-32.46,-2.51,-3.10,0,0.85,1.12,1.08,23.68,3.91,11.82,30.88,1.72,2.30,6.81,53.61,7.96,55.04,0,11.10,32.89,1.66,24.06,1.29,0.16,0.02,"40,114.84",106.41,848.89,,-30.38,58.54,0,0,0,10.15,323.36,"1,773.82",12.53,55.01,44.99,-28.55,"40,114.84","-14,676.33","22,068.98",-735.58,"6,827.06",0,"26,630.71",106.41,10.15,"1,773.82",12.53,377,0,0,1.55,0.79,27.75,14.16,1.37,0.70,"262,276.79","23,824.37",7.44,14.88,881.29,11.01
