회사명,거래소코드,회계년도,회계년월,회계감사법인,회계년월,기수,감사인,비고,보수(천원),시간구분,총소요시간,내용,회계년월,기수,비고,내용,용역수행기간,보수(천원),계약일
한국지역난방공사,071320,2019/12,2019/12,한영회계법인,2019/12,35,한영회계법인,,701000,10,6678,"개별재무제표 감사 및 분반기 재무제표 검토, 내부회계관리제도 검토",2019/12,35,,사채관리계약이행상황보고에 관한 합의된 절차의 업무 수행  경영실적평가보고서에 관한 합의된 절차의 업무 수행,2019.09.01~2019.09.30,6000,20181231
한국철강(주),104700,2019/12,2019/12,선일회계법인,2019/12,12,선일회계법인,,80000,10,985,"1분기,반기, 3분기, 기말 재무제표감사, 재고실사",2019/12,12,,세무조정수임,2019년04월~2020년03월,5000,20190400
한국컴퓨터지주(주),009760,2004/12,,,,,,,,,,,,,,,,,
한국코아(주),010150,2003/12,,,,,,,,,,,,,,,,,
한국콜마(주),161890,2019/12,2019/12,서현회계법인,2019/12,8,서현회계법인,,200000,10,2460,분ㆍ반기재무제표 검토 별도 및 연결 재무제표에 대한 감사,2019/12,8,,세무조정,2019.01~2019.12,15000,20190100
한국콜마홀딩스(주),024720,2019/12,2019/12,서현회계법인,2019/12,30,서현회계법인,,110000,10,1244,반기 재무제표 검토 별도 및 연결 재무제표에 대한 감사,2019/12,30,,세무조정 검토,2019.01~2019.12,10000,20190100
한국타이어앤테크놀로지(주),161390,2019/12,2019/12,삼일회계법인,2019/12,8,삼일회계법인,,760000,10,9920,분·반기재무제표 검토 별도 및 연결재무제표에 대한 감사,2019/12,8,,세무자문용역,2019.10~2020.03,70000,20191000
한국타이어앤테크놀로지(주),161390,2019/12,2019/12,삼일회계법인,2019/12,8,삼일회계법인,,760000,10,9920,분·반기재무제표 검토 별도 및 연결재무제표에 대한 감사,2019/12,8,,세무자문용역,2019.02~2019.12,132000,20190200
한국타이어앤테크놀로지(주),161390,2019/12,2019/12,삼일회계법인,2019/12,8,삼일회계법인,,760000,10,9920,분·반기재무제표 검토 별도 및 연결재무제표에 대한 감사,2019/12,8,-용역보수 185백만원은 세무자문용역 (TPD 등) 합산금액임,세무자문용역(TPD등),2019.04~2019.10,185000,20190400
한국타이어앤테크놀로지(주),161390,2019/12,2019/12,삼일회계법인,2019/12,8,삼일회계법인,,760000,10,9920,분·반기재무제표 검토 별도 및 연결재무제표에 대한 감사,2019/12,8,,세무자문용역,2019.05~2020.04,25000,20190800
한국타이어앤테크놀로지(주),161390,2019/12,2019/12,삼일회계법인,2019/12,8,삼일회계법인,,760000,10,9920,분·반기재무제표 검토 별도 및 연결재무제표에 대한 감사,2019/12,8,,세무자문용역,2019.02~2019.12,0,20190200
한국테크놀로지그룹(주),000240,2019/12,2019/12,삼일회계법인,2019/12,66,삼일회계법인,,230000,10,3012,"분ㆍ반기 재무제표 검토, 별도 및 연결재무제표 감사, 내부회계관리제도 감사",2019/12,66,,그룹브랜드정책 검토,2019.04~진행중,100000,20190400
한국테크놀로지그룹(주),000240,2019/12,2019/12,삼일회계법인,2019/12,66,삼일회계법인,,230000,10,3012,"분ㆍ반기 재무제표 검토, 별도 및 연결재무제표 감사, 내부회계관리제도 감사",2019/12,66,,세무자문용역,2019.08~2019.10,70000,20190800
한국테크놀로지그룹(주),000240,2019/12,2019/12,삼일회계법인,2019/12,66,삼일회계법인,,230000,10,3012,"분ㆍ반기 재무제표 검토, 별도 및 연결재무제표 감사, 내부회계관리제도 감사",2019/12,66,,세무자문용역,2019.05~2020.04,15000,20190500
한국특수형강(주),007280,2019/12,2019/12,신우회계법인,2019/12,49,신우회계법인,,80000,10,1243,2019년 반기재무제표·내부회계관리제도 검토를 포함한 회계감사보수,,,,,,,
한국프라스틱공업(주),028430,1987/12,,,,,,,,,,,,,,,,,
한국프랜지공업(주),010100,2019/12,2019/12,성도이현회계법인,2019/12,46,성도이현회계법인,,135000,10,1790,①개별재무제표 회계감사보수 및 추가 조정보수 ②연결재무제표 회계감사보수 ③실비변상비,,,,,,,
한국합섬(주),025830,2006/12,,,,,,,,,,,,,,,,,
한국항공우주산업(주),047810,2019/12,2019/12,한영회계법인,2019/12,21,한영회계법인,부가세별도,1400000,10,11666,"분반기검토, 기말감사, 내부회계감사",,,,,,,
한국화장품(주),123690,2019/12,2019/12,삼덕회계법인,2019/12,10,삼덕회계법인,,65000,10,796,연결 및 별도 외부회계감사 등,2019/12,10,,세무조정,2019.03,5000,20190312
한라시멘트,012910,1998/12,,,,,,,,,,,,,,,,,
한미반도체(주),042700,2019/12,2019/12,삼정회계법인,2019/12,40,삼정회계법인,,110000,10,1365,재무제표에 대한 외부감사 (반기 검토 및 연결재무제표에 대한 감사 포함),2019/12,40,,세무조정,2019.08.20~2020.03.31,12000,20190820
한미사이언스(주),008930,2019/12,2019/12,한영회계법인,2019/12,47,한영회계법인,,145000,10,2251,"- 중간감사 수행(내부통제 이해와 평가, 내부회계관리제도 검토) - 분기/반기 재무제표 검토 - 별도 및 연결 재무제표 감사",,,,,,,
한미약품(주),128940,2019/12,2019/12,한영회계법인,2019/12,10,한영회계법인,,280000,10,3303,분ㆍ반기 재무제표 검토 별도 및 연결 재무제표에 대한 감사,,,,,,,
한별텔레콤(주),016550,2001/12,,,,,,,,,,,,,,,,,
한보철강공업(주),001920,2001/12,,,,,,,,,,,,,,,,,
한성기업(주),003680,2019/12,2019/12,삼정회계법인,2019/12,51,삼정회계법인,,110000,10,1647,연결 및 별도재무제표에 대한 감사 (검토) 내부회계관리검토,2019/12,51,,세무조정 보수,2019.05.08-2020.03.31,10000,20190508
한세실업(주),105630,2019/12,2019/12,삼일회계법인,2019/12,11,삼일회계법인,,281000,10,3310,"분반기검토, 개별 및 연결재무제표감사",2019/12,11,,세무자문 등,2019.01~2019.03,100000,20190300
한세실업(주),105630,2019/12,2019/12,삼일회계법인,2019/12,11,삼일회계법인,,281000,10,3310,"분반기검토, 개별 및 연결재무제표감사",2019/12,11,,세무자문 등,2019.03,35000,20190300
한세실업(주),105630,2019/12,2019/12,삼일회계법인,2019/12,11,삼일회계법인,,281000,10,3310,"분반기검토, 개별 및 연결재무제표감사",2019/12,11,,세무자문 등,2019.03~2019.05,270000,20190300
한세엠케이(주),069640,2019/12,2019/12,삼일회계법인,2019/12,25,삼일회계법인,,200000,10,1756,"반기검토, 기말 연결 및 별도 감사, 내부회계관리제도 검토 등",2019/12,25,(V.A.T별도),세무자문업무,2018.11.05~2019.03.31,9000,20191105
한세예스24홀딩스(주),016450,2019/12,2019/12,삼일회계법인,2019/12,38,삼일회계법인,,105000,10,1154,재무제표 및 부속명세서,,,,,,,
한솔로지스틱스(주),009180,2019/12,2019/12,대주회계법인,2019/12,47,대주회계법인,,120000,10,1172,"- 반기검토(별도,연결) - 중간감사 - 재고 및 자금실사 - 기말회계감사(별도,연결) - 내부회계관리제도검토",,,,,,,
한솔아트원제지(주),007190,2015/12,,,,,,,,,,,,,,,,,
한솔제지(주),213500,2019/12,2019/12,한영회계법인,2019/12,5,한영회계법인,,360000,10,4155,"분기,반기,개별,연결재무제표와 영문보고서",2019/12,5,한영회계법인,신규수요창출을 위한 컨설팅,2019.10~2019.11,165000,20191000
한솔테크닉스(주),004710,2019/12,2019/12,한영회계법인,2019/12,54,한영회계법인,,215000,10,2474,"반기검토,연말감사,연결감사,내부회계관리검토",,,,,,,
한솔피엔에스(주),010420,2019/12,2019/12,한영회계법인,2019/12,45,한영회계법인,,150000,10,1726,"개별, 반기, 내부회계",2019/12,45,,신사업 시장조사,3개월(19.01.30~19.04.12),480000,20190130
한솔홀딩스(주),004150,2019/12,2019/12,한영회계법인,2019/12,55,한영회계법인,,340000,10,4168,분ㆍ반기 재무제표 검토 별도 및 연결 재무제표에 대한 감사,,,,,,,
한신공영(주),004960,2019/12,2019/12,삼정회계법인,2019/12,53,삼정회계법인,,460000,10,5016,"분반기검토,기말감사",2019/12,53,성공보수 환급액의 20%,취득세 환급용역,2019.06-환급일,0,20190600
한신기계공업(주),011700,2019/12,2019/12,대성삼경회계법인,2019/12,44,대성삼경회계법인,,65000,10,835,회계감사 및 검토,,,,,,,
한온시스템(주),018880,2019/12,2019/12,삼일회계법인,2019/12,34,삼일회계법인,,750000,10,8504,"분ㆍ반기재무제표검토 , 별도재무제표 및 연결재무제표 등에 관한 감사 (영문보고서 포함), 내부회계관리제도에 관한 감사",2019/12,34,PwC,세무조정 수임용역,2020.01~2020.03,27000,20191200
한올바이오파마(주),009420,2019/12,2019/12,한영회계법인,2019/12,47,한영회계법인,,102000,10,1488,"반기 및 연간 별도재무제표, 반기 및 연간 연결재무제표, 내부회계관리제도의 운용검토",2019/12,47,성공보수,세무용역,2019.12~,0,20191200
한올바이오파마(주),009420,2019/12,2019/12,한영회계법인,2019/12,47,한영회계법인,,102000,10,1488,"반기 및 연간 별도재무제표, 반기 및 연간 연결재무제표, 내부회계관리제도의 운용검토",2019/12,47,,세무조정,2019.07~2020.03,11000,20190700
한일건설(주),006440,2012/12,,,,,,,,,,,,,,,,,
한일방직,004210,1998/06,,,,,,,,,,,,,,,,,
한일시멘트(주),300720,2019/12,2019/12,삼일회계법인,2019/12,2,삼일회계법인,,235000,10,2242,"분반기 재무제표 검토, 재무제표 감사",2019/12,2,,세무검토,2019.04~2020.03,20000,20190430
한일시멘트(주),300720,2019/12,2019/12,삼일회계법인,2019/12,2,삼일회계법인,,235000,10,2242,"분반기 재무제표 검토, 재무제표 감사",2019/12,2,,컨설팅,2019.02~,250000,20190211
한일약품공업(주),003040,2005/12,,,,,,,,,,,,,,,,,
한일양행의약품(주),004350,1993/12,,,,,,,,,,,,,,,,,
한일철강(주),002220,2019/12,2019/12,성도이현회계법인,2019/12,63,성도이현회계법인,,45000,10,707,"반기 재무제표 검토, 내부회계관리제도 검토, 별도 및 연결재무제표에 대한 감사",,,,,,,
한일현대시멘트(주),006390,2019/12,2019/12,삼일회계법인,2019/12,50,삼일회계법인,,170000,10,1611,"분,반기재무제표 검토 및 재무제표 감사, 내부회계관리제도 검토",2019/12,50,,세무조정업무,2019.4.1~2020.3.31,17000,20190400
한일홀딩스(주),003300,2019/12,2019/12,삼일회계법인,2019/12,58,삼일회계법인,,210000,10,2137,"분반기 별도,연결재무제표 검토, 별도,연결재무제표 감사",2019/12,58,성공보수,컨설팅,2018.07.31 ~ 2019.08.31,160000,20180731
한일홀딩스(주),003300,2019/12,2019/12,삼일회계법인,2019/12,58,삼일회계법인,,210000,10,2137,"분반기 별도,연결재무제표 검토, 별도,연결재무제표 감사",2019/12,58,,컨설팅,2019.01.31 ~ 2019.07.31,30000,20190131
한일홀딩스(주),003300,2019/12,2019/12,삼일회계법인,2019/12,58,삼일회계법인,,210000,10,2137,"분반기 별도,연결재무제표 검토, 별도,연결재무제표 감사",2019/12,58,,컨설팅,2019.02.11 ~ 2019.06.30,38000,20190211
한일홀딩스(주),003300,2019/12,2019/12,삼일회계법인,2019/12,58,삼일회계법인,,210000,10,2137,"분반기 별도,연결재무제표 검토, 별도,연결재무제표 감사",2019/12,58,,컨설팅,2019.02.25 ~ 2019.03.31,2000,20190225
한전산업개발(주),130660,2019/12,2019/12,신한회계법인,2019/12,30,신한회계법인,,110000,10,1394,재무제표에 대한 감사,,,,,,,
한전케이피에스(주),051600,2019/12,2019/12,삼정회계법인,2019/12,36,삼정회계법인,,229925,10,3050,외부회계감사,2019/12,36,"- PHP 304,700 - 환율 : KRW-PHP 21.32             KRW-USD 1,111.60",KEPCO KPS 필리핀 세무자문 및 세무신고,`19.01.01~`19.12.31,6496,20190316
한주전자,007000,1997/12,,,,,,,,,,,,,,,,,
한주통산,000450,1997/12,,,,,,,,,,,,,,,,,
한주화학,010970,1997/12,,,,,,,,,,,,,,,,,
한진건설,005660,1998/12,,,,,,,,,,,,,,,,,
한화기계,000930,1997/12,,,,,,,,,,,,,,,,,
한화솔루션(주),009830,2019/12,2019/12,안진회계법인,2019/12,46,안진회계법인,,1400000,10,18126,"분.반기,별도,연결 재무제표",,,,,,,
한화시스템(주),272210,2019/12,2019/12,삼일회계법인,2019/12,20,삼일회계법인,,390000,10,2360,별도 및 연결 분/반기 재무제표 검토 별도 및 연결 재무제표에 대한 감사,,,,,,,
한화에어로스페이스(주),012450,2019/12,2019/12,삼일회계법인,2019/12,43,삼일회계법인,,750000,10,7704,별도 및 연결 분/반기 재무제표 검토 별도 및 연결 재무제표에 대한 감사 내부회계관리제도에 대한 감사,2019/12,43,,2019년 세무조정,"반기결산후2회, 연말결산후2회",25000,20190731
한화화인케미칼(주),025850,2015/12,,,,,,,,,,,,,,,,,
해성디에스(주),195870,2019/12,2019/12,삼정회계법인,2019/12,6,삼정회계법인,,130000,10,1625,- 별도 및 연결 재무제표에 대한 검토(분ㆍ반기) - 별도 및 연결 재무제표에 대한 감사,,,,,,,
해태유업(주),003900,2002/12,,,,,,,,,,,,,,,,,
해태제과(주),000310,2001/06,,,,,,,,,,,,,,,,,
해태제과식품(주),101530,2019/12,2019/12,한영회계법인,2019/12,19,한영회계법인,,220000,10,2978,-분반기 검토 -별도재무제표 감사 -연결재무제표 감사,,,,,,,
핸즈코퍼레이션(주),143210,2019/12,2019/12,삼일회계법인,2019/12,48,삼일회계법인,,185000,10,1903,재무제표 (K-IFRS) 별도 및 연결 감사,2019/12,48,환급세액의 15%,경정청구 및 조세불복에 대한 업무 지원,2019.08.01-환급결정서수령일,0,20190801
핸즈코퍼레이션(주),143210,2019/12,2019/12,삼일회계법인,2019/12,48,삼일회계법인,,185000,10,1903,재무제표 (K-IFRS) 별도 및 연결 감사,2019/12,48,,해외관계회사간 거래 관련 세무자문용역,2019.07.01~종료일,25000,20190701
현대건설(주),000720,2019/12,2019/12,삼일회계법인,2019/12,70,삼일회계법인,,1800000,10,19511,"분ㆍ반기재무제표 검토, 별도재무제표ㆍ연결재무제표 감사",2019/12,70,,세무자문,2019.03.01~2019.11.14,300000,20190301
현대건설(주),000720,2019/12,2019/12,삼일회계법인,2019/12,70,삼일회계법인,,1800000,10,19511,"분ㆍ반기재무제표 검토, 별도재무제표ㆍ연결재무제표 감사",2019/12,70,,세무자문,2019.01.01~2019.04.12,4000,20190412
현대건설(주),000720,2019/12,2019/12,삼일회계법인,2019/12,70,삼일회계법인,,1800000,10,19511,"분ㆍ반기재무제표 검토, 별도재무제표ㆍ연결재무제표 감사",2019/12,70,,세무자문,2019.03.01~협의,0,20190301
현대건설기계(주),267270,2019/12,2019/12,삼정회계법인,2019/12,3,삼정회계법인,"3,166/4,748",602000,10,7914,"연결감사, 연결분반기검토/기말감사, 분반기검토",,,,,,,
현대글로비스(주),086280,2019/12,2019/12,한영회계법인,2019/12,19,한영회계법인,,690000,10,7739,감사계약,2019/12,19,,CDP 환경변화 대응 자문용역,2019.04~2019.08,21000,20190415
현대로템(주),064350,2019/12,2019/12,삼일회계법인,2019/12,21,삼일회계법인,,650000,10,6872,"예비감사 분 반기ㆍ기말감사 보고서작성(영문포함), 연결재무제표 IFRS 검토작성, 내부회계검토",2019/12,21,,이전가격 연구보고 外,1개월,30000,20190600
현대로템(주),064350,2019/12,2019/12,삼일회계법인,2019/12,21,삼일회계법인,,650000,10,6872,"예비감사 분 반기ㆍ기말감사 보고서작성(영문포함), 연결재무제표 IFRS 검토작성, 내부회계검토",2019/12,21,,사채이행 AUP 外,1개월,1000,20190800
현대로템(주),064350,2019/12,2019/12,삼일회계법인,2019/12,21,삼일회계법인,,650000,10,6872,"예비감사 분 반기ㆍ기말감사 보고서작성(영문포함), 연결재무제표 IFRS 검토작성, 내부회계검토",2019/12,21,,사채이행 AUP 外,1개월,1000,20190400
현대리바트,012830,1997/12,,,,,,,,,,,,,,,,,
현대모비스(주),012330,2019/12,2019/12,삼정회계법인,2019/12,43,삼정회계법인,,1275000,10,15383,별도 및 연결 분ㆍ반기재무제표 검토 별도 및 연결 재무제표 감사,2019/12,43,,세무 자문,2019.06.28~,50000,20190628
현대모비스(주),012330,2019/12,2019/12,삼정회계법인,2019/12,43,삼정회계법인,,1275000,10,15383,별도 및 연결 분ㆍ반기재무제표 검토 별도 및 연결 재무제표 감사,2019/12,43,,FTA 시스템 유지보수,2019.01.01~2019.12.31,144000,20190101
